gene,pi_tissue_slope_rho,pi_tissue_slope_p,pi_tissue_young
GPR89B,-1.0,0.0,0.8045995
RP6-74O6.2,0.39999999999999997,0.6,0.6113479
NBPF11,-0.7999999999999999,0.20000000000000007,0.8731719
LINC01138,-0.7999999999999999,0.20000000000000007,0.7219835
RP6-74O6.6,1.0,0.0,0.3746035
RP11-495P10.1,-0.39999999999999997,0.6,0.5838976
CH17-172B3.1,-0.39999999999999997,0.6,0.695669
NBPF14,1.0,0.0,0.65660965
PDE4DIP,0.39999999999999997,0.6,0.93599856
NBPF9,-0.7999999999999999,0.20000000000000007,0.8863532
CH17-189H20.1,-1.0,0.0,0.6534061
WI2-1896O14.1,0.19999999999999998,0.8,0.915395
RP11-326G21.1,0.39999999999999997,0.6,0.5660506
NBPF19,0.39999999999999997,0.6,0.67031795
LINC00869,-0.7999999999999999,0.20000000000000007,0.73247176
RP11-353N4.6,-0.39999999999999997,0.6,0.49418223
FCGR1A,-1.0,0.0,0.89649355
HIST2H2BF,1.0,0.0,0.45635656
RP11-196G18.22,0.7999999999999999,0.20000000000000007,0.57828677
HIST2H2BE,0.7999999999999999,0.20000000000000007,0.57958937
HIST2H2AC,0.7999999999999999,0.20000000000000007,0.435527
BOLA1,1.0,0.0,0.78203595
SV2A,-1.0,0.0,0.8772731
SF3B4,-0.7999999999999999,0.20000000000000007,0.80531126
MTMR11,-0.19999999999999998,0.8,0.831539
OTUD7B,-0.7999999999999999,0.20000000000000007,0.9127307
VPS45,-0.19999999999999998,0.8,0.87196416
PLEKHO1,-0.6000000000000001,0.3999999999999999,0.7576441
ANP32E,0.7999999999999999,0.20000000000000007,0.5630253
CA14,-0.19999999999999998,0.8,0.5586439
APH1A,-0.7999999999999999,0.20000000000000007,0.80435777
C1orf54,-0.39999999999999997,0.6,0.92244333
CIART,-1.0,0.0,0.8499906
MRPS21,-0.7999999999999999,0.20000000000000007,0.8968608
PRPF3,-1.0,0.0,0.7840319
RPRD2,-1.0,0.0,0.806875
TARS2,-0.39999999999999997,0.6,0.7450521
ECM1,0.7999999999999999,0.20000000000000007,0.8781121
FALEC,-0.7999999999999999,0.20000000000000007,0.43787697
RP11-54A4.2,-1.0,0.0,0.66361314
ADAMTSL4,-0.7999999999999999,0.20000000000000007,0.45244253
ADAMTSL4-AS1,-1.0,0.0,0.7968876
MCL1,-1.0,0.0,0.5665441
SNORA40,-1.0,0.0,0.5822921
ENSA,-0.39999999999999997,0.6,0.74363256
GOLPH3L,1.0,0.0,0.652212
CTSS,-1.0,0.0,0.89955896
CTSK,1.0,0.0,0.7745616
ARNT,-0.7999999999999999,0.20000000000000007,0.69605136
SETDB1,-0.7999999999999999,0.20000000000000007,0.6311826
CERS2,-1.0,0.0,0.83027464
ANXA9,0.7999999999999999,0.20000000000000007,0.84430796
MINDY1,-1.0,0.0,0.7245002
PRUNE1,-0.39999999999999997,0.6,0.732523
C1orf56,1.0,0.0,0.64213216
CDC42SE1,-1.0,0.0,0.898579
MLLT11,-1.0,0.0,0.3726104
GABPB2,-0.39999999999999997,0.6,0.8428911
RP11-68I18.10,1.0,0.0,0.89178884
SEMA6C,1.0,0.0,0.88572747
TNFAIP8L2,-1.0,0.0,0.888951
LYSMD1,1.0,0.0,0.49884072
SCNM1,-1.0,0.0,0.51883084
TMOD4,0.7999999999999999,0.20000000000000007,0.93441725
VPS72,0.39999999999999997,0.6,0.50925386
PIP5K1A,-0.19999999999999998,0.8,0.7343323
PSMD4,-0.19999999999999998,0.8,0.5494971
RP11-126K1.2,-0.7999999999999999,0.20000000000000007,0.5520627
ZNF687,-1.0,0.0,0.6151455
PI4KB,-0.7999999999999999,0.20000000000000007,0.70727295
RFX5,-0.7999999999999999,0.20000000000000007,0.7277685
RP11-126K1.6,0.0,1.0,0.43194667
SELENBP1,0.39999999999999997,0.6,0.5990112
PSMB4,0.7999999999999999,0.20000000000000007,0.53121823
POGZ,-0.7999999999999999,0.20000000000000007,0.82033277
CGN,0.39999999999999997,0.6,0.96473897
TUFT1,0.6000000000000001,0.3999999999999999,0.90865827
SNX27,-1.0,0.0,0.3632936
MRPL9,-0.7999999999999999,0.20000000000000007,0.82978594
OAZ3,-1.0,0.0,0.8596672
RP11-98D18.3,0.39999999999999997,0.6,0.62449074
TDRKH,-0.7999999999999999,0.20000000000000007,0.77791315
TDRKH-AS1,-1.0,0.0,0.5258174
RORC,0.7999999999999999,0.20000000000000007,0.89133173
Y_RNA,-0.06456373518468939,0.6628548159237363,0.64448714
AL450992.2,-0.39999999999999997,0.6,0.8035746
THEM5,0.7999999999999999,0.20000000000000007,0.9345702
THEM4,0.0,1.0,0.70854247
S100A10,-0.7999999999999999,0.20000000000000007,0.81868684
S100A11,-1.0,0.0,0.93109816
FLG-AS1,-0.7999999999999999,0.20000000000000007,0.68720967
CRNN,-0.39999999999999997,0.6,0.71365917
SPRR1A,0.7999999999999999,0.20000000000000007,0.87311137
SPRR3,-0.6000000000000001,0.3999999999999999,0.050331824
LOR,0.7999999999999999,0.20000000000000007,0.9350636
S100A9,-0.7999999999999999,0.20000000000000007,0.89155686
S100A12,-1.0,0.0,0.9475604
S100A8,-1.0,0.0,0.8517242
BX470102.3,0.39999999999999997,0.6,0.583739
S100A6,-1.0,0.0,0.77636874
S100A4,-0.7999999999999999,0.20000000000000007,0.74364007
S100A3,1.0,0.0,0.6540922
S100A2,-0.19999999999999998,0.8,0.9276426
S100A16,-0.19999999999999998,0.8,0.95684683
S100A14,0.39999999999999997,0.6,0.96626914
S100A13,-0.19999999999999998,0.8,0.9144406
S100A1,1.0,0.0,0.86214936
RP1-178F15.4,0.7999999999999999,0.20000000000000007,0.67493886
CHTOP,0.7999999999999999,0.20000000000000007,0.5433524
SNAPIN,0.7999999999999999,0.20000000000000007,0.65366447
ILF2,-0.39999999999999997,0.6,0.7379039
NPR1,0.39999999999999997,0.6,0.92034596
INTS3,-0.7999999999999999,0.20000000000000007,0.7038326
SLC27A3,-0.39999999999999997,0.6,0.87751
GATAD2B,-1.0,0.0,0.35665536
DENND4B,-1.0,0.0,0.43993208
CRTC2,0.39999999999999997,0.6,0.42740437
SLC39A1,0.39999999999999997,0.6,0.65955377
RP11-422P24.12,0.7999999999999999,0.20000000000000007,0.4875379
RP11-422P24.10,0.39999999999999997,0.6,0.40892243
CREB3L4,-0.19999999999999998,0.8,0.8319744
JTB,0.39999999999999997,0.6,0.4618907
RP11-422P24.11,0.7999999999999999,0.20000000000000007,0.7703618
RAB13,0.19999999999999998,0.8,0.9226485
RPS27,-1.0,0.0,0.7604345
TPM3,-0.39999999999999997,0.6,0.85450923
C1orf43,-0.39999999999999997,0.6,0.7423134
UBAP2L,-1.0,0.0,0.7605188
HAX1,-0.39999999999999997,0.6,0.7938577
ATP8B2,-0.7999999999999999,0.20000000000000007,0.8485876
IL6R,-1.0,0.0,0.7909967
SHE,1.0,0.0,0.88092834
TDRD10,0.7999999999999999,0.20000000000000007,0.8901023
UBE2Q1,0.39999999999999997,0.6,0.65975535
ADAR,-1.0,0.0,0.8683468
KCNN3,-1.0,0.0,0.7790509
PMVK,-0.19999999999999998,0.8,0.8363785
PBXIP1,-0.7999999999999999,0.20000000000000007,0.6205561
PYGO2,-0.7999999999999999,0.20000000000000007,0.7892017
RP11-307C12.12,0.7999999999999999,0.20000000000000007,0.62301934
SHC1,-1.0,0.0,0.8124734
CKS1B,-0.39999999999999997,0.6,0.90002316
FLAD1,-0.19999999999999998,0.8,0.74654156
ZBTB7B,-0.7999999999999999,0.20000000000000007,0.7332411
DCST2,-0.7999999999999999,0.20000000000000007,0.85665566
DCST1-AS1,0.6000000000000001,0.3999999999999999,0.91019803
ADAM15,-0.39999999999999997,0.6,0.87603027
EFNA4,-0.19999999999999998,0.8,0.91711783
EFNA3,0.39999999999999997,0.6,0.97104037
EFNA1,0.7999999999999999,0.20000000000000007,0.86330605
SLC50A1,-0.7999999999999999,0.20000000000000007,0.8808465
DPM3,0.7999999999999999,0.20000000000000007,0.74584675
KRTCAP2,-0.6000000000000001,0.3999999999999999,0.782792
TRIM46,0.39999999999999997,0.6,0.42234236
MUC1,0.19999999999999998,0.8,0.78432786
RP11-263K19.4,-0.19999999999999998,0.8,0.7964669
THBS3,-0.39999999999999997,0.6,0.82533807
MTX1,-1.0,0.0,0.8052574
RP11-263K19.6,-1.0,0.0,0.79178196
GBAP1,-0.39999999999999997,0.6,0.68100667
MTX1P1,-0.39999999999999997,0.6,0.6551614
GBA,-1.0,0.0,0.82455903
FAM189B,0.19999999999999998,0.8,0.7448463
SCAMP3,-0.7999999999999999,0.20000000000000007,0.7510265
CLK2,-1.0,0.0,0.87164927
HCN3,-0.7999999999999999,0.20000000000000007,0.90018845
FDPS,0.19999999999999998,0.8,0.7685533
RUSC1-AS1,-0.7999999999999999,0.20000000000000007,0.80764353
RUSC1,-1.0,0.0,0.88872796
ASH1L,-1.0,0.0,0.8426475
ASH1L-AS1,-0.7999999999999999,0.20000000000000007,0.66714776
RP11-29H23.7,-0.7999999999999999,0.20000000000000007,0.65937996
MSTO1,-0.7999999999999999,0.20000000000000007,0.8712911
YY1AP1,-1.0,0.0,0.30901957
DAP3,-0.19999999999999998,0.8,0.65271485
MSTO2P,-1.0,0.0,0.8447062
GON4L,-1.0,0.0,0.77939266
SYT11,-0.39999999999999997,0.6,0.8497892
RIT1,-0.7999999999999999,0.20000000000000007,0.75426644
KIAA0907,-1.0,0.0,0.78815657
ARHGEF2,-0.7999999999999999,0.20000000000000007,0.86051476
RP11-336K24.12,-0.7999999999999999,0.20000000000000007,0.6775786
SSR2,-1.0,0.0,0.8393329
UBQLN4,-0.7999999999999999,0.20000000000000007,0.8653959
LAMTOR2,0.7999999999999999,0.20000000000000007,0.30958045
MEX3A,0.39999999999999997,0.6,0.70525306
LMNA,-0.6000000000000001,0.3999999999999999,0.92474955
SEMA4A,-1.0,0.0,0.9300686
SLC25A44,-1.0,0.0,0.72007895
PMF1,0.19999999999999998,0.8,0.3998037
BGLAP,0.6000000000000001,0.3999999999999999,0.56184894
PAQR6,-0.7999999999999999,0.20000000000000007,0.80360234
SMG5,0.19999999999999998,0.8,0.24991494
TMEM79,0.0,1.0,0.9343899
GLMP,-0.39999999999999997,0.6,0.796163
CCT3,-0.39999999999999997,0.6,0.7386732
MEF2D,-1.0,0.0,0.8365702
NAXE,-0.39999999999999997,0.6,0.84222245
GPATCH4,-0.39999999999999997,0.6,0.7563105
HAPLN2,-1.0,0.0,0.72767264
NES,0.7999999999999999,0.20000000000000007,0.8475838
CRABP2,-1.0,0.0,0.8046218
RP11-66D17.5,-0.19999999999999998,0.8,0.41935274
ISG20L2,-1.0,0.0,0.6962996
RRNAD1,-0.39999999999999997,0.6,0.7947286
MRPL24,-0.19999999999999998,0.8,0.8775998
HDGF,0.19999999999999998,0.8,0.41690025
PRCC,0.19999999999999998,0.8,0.54049605
SH2D2A,0.7999999999999999,0.20000000000000007,0.6639096
NTRK1,-0.7999999999999999,0.20000000000000007,0.4038933
PEAR1,1.0,0.0,0.8906222
ARHGEF11,1.0,0.0,0.5351861
ETV3,-0.39999999999999997,0.6,0.84056515
KIRREL,0.39999999999999997,0.6,0.9494114
CD1D,-1.0,0.0,0.7853052
CD1C,0.7999999999999999,0.20000000000000007,0.4341209
MNDA,-0.7999999999999999,0.20000000000000007,0.9482129
IFI16,-1.0,0.0,0.8107852
CADM3,-0.19999999999999998,0.8,0.7953087
CADM3-AS1,0.7999999999999999,0.20000000000000007,0.60990447
ACKR1,-0.7999999999999999,0.20000000000000007,0.71776843
FCER1A,0.39999999999999997,0.6,0.44115734
DUSP23,0.7999999999999999,0.20000000000000007,0.5695957
SLAMF8,-0.39999999999999997,0.6,0.5917847
C1orf204,0.7999999999999999,0.20000000000000007,0.72093904
VSIG8,0.7999999999999999,0.20000000000000007,0.8009294
RP11-190A12.8,0.0,1.0,0.7192004
CFAP45,-1.0,0.0,0.58701366
TAGLN2,-1.0,0.0,0.8926284
LINC01133,-0.7999999999999999,0.20000000000000007,0.84469724
RP11-226L15.5,0.7999999999999999,0.20000000000000007,0.8185403
PIGM,-0.7999999999999999,0.20000000000000007,0.8470318
IGSF8,-0.7999999999999999,0.20000000000000007,0.8820301
ATP1A2,0.39999999999999997,0.6,0.91123736
CASQ1,1.0,0.0,0.9305798
RP11-536C5.7,-0.7999999999999999,0.20000000000000007,0.63170147
PEA15,-0.39999999999999997,0.6,0.92411596
DCAF8,-0.7999999999999999,0.20000000000000007,0.7780105
RP11-574F21.2,-0.7999999999999999,0.20000000000000007,0.6252665
RPSAP18,0.0,1.0,0.54686046
PEX19,-0.19999999999999998,0.8,0.8385758
COPA,-0.6000000000000001,0.3999999999999999,0.5723443
NCSTN,-1.0,0.0,0.61989343
VANGL2,1.0,0.0,0.92665297
SLAMF6,1.0,0.0,0.7594687
CD84,0.6000000000000001,0.3999999999999999,0.5063418
CD48,0.0,1.0,0.90759605
SLAMF7,1.0,0.0,0.5840756
F11R,-0.7999999999999999,0.20000000000000007,0.9010382
TSTD1,-0.7999999999999999,0.20000000000000007,0.8077172
USF1,-1.0,0.0,0.72888947
ARHGAP30,0.0,1.0,0.90156525
KLHDC9,0.0,1.0,0.87790155
PFDN2,-0.7999999999999999,0.20000000000000007,0.79896647
NIT1,-0.7999999999999999,0.20000000000000007,0.7795512
DEDD,0.39999999999999997,0.6,0.24063785
UFC1,-0.39999999999999997,0.6,0.73795336
USP21,0.19999999999999998,0.8,0.73548967
PPOX,-0.19999999999999998,0.8,0.8050078
B4GALT3,0.39999999999999997,0.6,0.5692809
ADAMTS4,0.39999999999999997,0.6,0.627499
NDUFS2,0.19999999999999998,0.8,0.7942149
FCER1G,-0.7999999999999999,0.20000000000000007,0.9064019
TOMM40L,-0.19999999999999998,0.8,0.21078745
PCP4L1,0.7999999999999999,0.20000000000000007,0.5991539
MPZ,0.39999999999999997,0.6,0.30725774
SDHC,1.0,0.0,0.50654864
RP11-122G18.12,-0.39999999999999997,0.6,0.24324302
RP11-122G18.11,0.39999999999999997,0.6,0.413691
FCGR2A,-1.0,0.0,0.92322373
HSPA6,-0.39999999999999997,0.6,0.9011549
FCGR3A,-0.39999999999999997,0.6,0.8483563
FCGR2C,-0.39999999999999997,0.6,0.4735761
HSPA7,-0.39999999999999997,0.6,0.49761033
FCGR3B,-1.0,0.0,0.9568741
FCGR2B,-0.39999999999999997,0.6,0.5721928
FCRLB,-1.0,0.0,0.557231
DUSP12,-0.7999999999999999,0.20000000000000007,0.86581624
ATF6,-0.7999999999999999,0.20000000000000007,0.5929627
RP11-456P18.2,-1.0,0.0,0.6986473
OLFML2B,-0.19999999999999998,0.8,0.8292738
NOS1AP,0.0,1.0,0.62429816
C1orf226,0.7999999999999999,0.20000000000000007,0.74819314
UHMK1,-0.7999999999999999,0.20000000000000007,0.45469686
UAP1,-0.39999999999999997,0.6,0.79966813
RP11-359K18.4,-0.7999999999999999,0.20000000000000007,0.5995159
DDR2,1.0,0.0,0.9256679
HSD17B7,-0.7999999999999999,0.20000000000000007,0.8395436
RGS4,0.7999999999999999,0.20000000000000007,0.63695955
RGS5,0.7999999999999999,0.20000000000000007,0.92626226
NUF2,1.0,0.0,0.49380824
PBX1,-1.0,0.0,0.90289533
RP11-477H21.2,0.39999999999999997,0.6,0.3461996
RXRG,0.39999999999999997,0.6,0.77101004
MGST3,0.39999999999999997,0.6,0.85986334
ALDH9A1,-0.39999999999999997,0.6,0.7852217
TMCO1,0.7999999999999999,0.20000000000000007,0.75899166
UCK2,-0.39999999999999997,0.6,0.69548035
FAM78B,-0.7999999999999999,0.20000000000000007,0.712847
POGK,-0.7999999999999999,0.20000000000000007,0.8897927
TADA1,-0.39999999999999997,0.6,0.8267441
DUTP6,0.7999999999999999,0.20000000000000007,0.6022365
RP11-277B15.3,0.0,1.0,0.33793193
POU2F1,-0.7999999999999999,0.20000000000000007,0.72267956
CD247,0.7999999999999999,0.20000000000000007,0.78263015
CREG1,0.39999999999999997,0.6,0.7039346
RCSD1,-1.0,0.0,0.6711412
MPZL1,0.39999999999999997,0.6,0.74492025
MPC2,0.7999999999999999,0.20000000000000007,0.72865593
DCAF6,0.19999999999999998,0.8,0.93257385
GPR161,0.7999999999999999,0.20000000000000007,0.86847866
TIPRL,1.0,0.0,0.5626473
SFT2D2,-0.7999999999999999,0.20000000000000007,0.79921925
TBX19,-1.0,0.0,0.7766253
DPT,-0.39999999999999997,0.6,0.90210253
ATP1B1,1.0,0.0,0.9027361
NME7,0.6000000000000001,0.3999999999999999,0.87769365
BLZF1,1.0,0.0,0.7418865
CCDC181,0.7999999999999999,0.20000000000000007,0.70572126
SLC19A2,0.19999999999999998,0.8,0.81767863
RP1-206D15.6,-1.0,0.0,0.58558613
SELP,0.19999999999999998,0.8,0.67512006
C1orf112,-1.0,0.0,0.75356764
SELL,-0.7999999999999999,0.20000000000000007,0.95141536
SELE,-0.6000000000000001,0.3999999999999999,0.5681283
METTL18,0.7999999999999999,0.20000000000000007,0.7157726
SCYL3,1.0,0.0,0.54142296
RN7SL333P,-1.0,0.0,0.6088585
KIFAP3,-0.19999999999999998,0.8,0.8818902
GORAB,0.6000000000000001,0.3999999999999999,0.88232213
PRRX1,1.0,0.0,0.90179986
FMO3,-0.7999999999999999,0.20000000000000007,0.8184646
FMO2,0.39999999999999997,0.6,0.84042037
FMO1,1.0,0.0,0.6911711
FMO4,-0.39999999999999997,0.6,0.84195536
PRRC2C,-1.0,0.0,0.77183247
MYOC,-0.39999999999999997,0.6,0.7442699
PFN1P1,-1.0,0.0,0.44715893
VAMP4,0.19999999999999998,0.8,0.85094315
METTL13,0.7999999999999999,0.20000000000000007,0.62301105
DNM3,0.0,1.0,0.76736027
DNM3OS,0.0,1.0,0.8076806
PIGC,0.6000000000000001,0.3999999999999999,0.7998072
SUCO,-1.0,0.0,0.846373
TNFSF4,-0.7999999999999999,0.20000000000000007,0.44661286
RP11-296O14.3,-1.0,0.0,0.46649033
PRDX6,-1.0,0.0,0.74653953
KLHL20,-1.0,0.0,0.8888571
CENPL,-0.19999999999999998,0.8,0.62540984
DARS2,-0.39999999999999997,0.6,0.74454314
GAS5-AS1,-0.39999999999999997,0.6,0.7060231
GAS5,-1.0,0.0,0.837799
ZBTB37,-1.0,0.0,0.55107474
RC3H1,0.19999999999999998,0.8,0.123542085
RABGAP1L,-1.0,0.0,0.7943008
CACYBP,-0.7999999999999999,0.20000000000000007,0.47159472
MRPS14,-0.19999999999999998,0.8,0.8745214
KIAA0040,-1.0,0.0,0.6533818
RP11-318C24.2,-1.0,0.0,0.46471676
RPS29P5,0.7999999999999999,0.20000000000000007,0.07089241
RFWD2,-0.7999999999999999,0.20000000000000007,0.58087337
SEC16B,-0.39999999999999997,0.6,0.7871494
RP11-568K15.1,1.0,0.0,0.86167383
RASAL2-AS1,-0.39999999999999997,0.6,0.84087956
RASAL2,-0.7999999999999999,0.20000000000000007,0.94792646
C1orf220,-0.19999999999999998,0.8,0.6992244
RALGPS2,-0.39999999999999997,0.6,0.77718693
ANGPTL1,-0.7999999999999999,0.20000000000000007,0.8929276
FAM20B,-0.7999999999999999,0.20000000000000007,0.90448225
TOR3A,0.19999999999999998,0.8,0.44163984
ABL2,0.39999999999999997,0.6,0.8181057
SOAT1,1.0,0.0,0.54380876
TOR1AIP2,-0.7999999999999999,0.20000000000000007,0.32793763
RP11-533E19.7,-0.7999999999999999,0.20000000000000007,0.49204427
TOR1AIP1,0.7999999999999999,0.20000000000000007,0.52455956
CEP350,-1.0,0.0,0.6458556
QSOX1,0.7999999999999999,0.20000000000000007,0.36136574
LHX4,-0.7999999999999999,0.20000000000000007,0.6130766
ACBD6,0.7999999999999999,0.20000000000000007,0.672803
XPR1,-0.39999999999999997,0.6,0.6943111
KIAA1614,-0.19999999999999998,0.8,0.8767563
RP11-46A10.5,-0.39999999999999997,0.6,0.505181
KIAA1614-AS1,0.19999999999999998,0.8,0.2517944
STX6,-1.0,0.0,0.8495443
MR1,-0.7999999999999999,0.20000000000000007,0.85208577
IER5,-0.7999999999999999,0.20000000000000007,0.4831501
GLUL,-1.0,0.0,0.35137472
RNASEL,-1.0,0.0,0.7179375
RGS16,-0.19999999999999998,0.8,0.7725197
NPL,-1.0,0.0,0.8674272
DHX9,-0.7999999999999999,0.20000000000000007,0.7339385
LAMC1,0.0,1.0,0.9470764
RP11-181K3.4,0.39999999999999997,0.6,0.7336887
LAMC2,0.39999999999999997,0.6,0.9105456
NMNAT2,-0.39999999999999997,0.6,0.78850216
SMG7,-0.7999999999999999,0.20000000000000007,0.619594
NCF2,-1.0,0.0,0.9442953
ARPC5,-1.0,0.0,0.91007364
RGL1,-0.19999999999999998,0.8,0.8427823
COLGALT2,-1.0,0.0,0.68867904
TSEN15,-0.19999999999999998,0.8,0.7965207
RP11-382D12.2,-1.0,0.0,0.55289817
C1orf21,-0.7999999999999999,0.20000000000000007,0.8900056
EDEM3,1.0,0.0,0.51232255
FAM129A,-1.0,0.0,0.7834198
RNF2,0.7999999999999999,0.20000000000000007,0.53906053
TRMT1L,0.7999999999999999,0.20000000000000007,0.5003159
SWT1,1.0,0.0,0.4453401
CTA-253N17.1,-0.39999999999999997,0.6,0.5238427
IVNS1ABP,1.0,0.0,0.5115203
HMCN1,0.6000000000000001,0.3999999999999999,0.6957764
PRG4,-0.19999999999999998,0.8,0.67857087
TPR,-1.0,0.0,0.7218071
C1orf27,-0.19999999999999998,0.8,0.8748967
OCLM,-1.0,0.0,0.6779491
PTGS2,0.39999999999999997,0.6,0.4069326
PLA2G4A,-0.19999999999999998,0.8,0.7775733
RGS1,-0.39999999999999997,0.6,0.64283204
RP11-92K2.2,-0.7999999999999999,0.20000000000000007,0.5002763
RGS2,-1.0,0.0,0.8536073
UCHL5,-0.19999999999999998,0.8,0.77607834
TROVE2,0.0,1.0,0.64609253
RP11-101E13.5,1.0,0.0,0.6200169
GLRX2,-0.39999999999999997,0.6,0.6706939
CDC73,-0.7999999999999999,0.20000000000000007,0.7217157
B3GALT2,0.39999999999999997,0.6,0.43599144
KCNT2,0.7999999999999999,0.20000000000000007,0.823875
CFH,0.7999999999999999,0.20000000000000007,0.9113716
ZBTB41,0.19999999999999998,0.8,0.81997323
DENND1B,-0.19999999999999998,0.8,0.43994635
C1orf53,0.0,1.0,0.64509046
NEK7,-0.7999999999999999,0.20000000000000007,0.6690191
PTPRC,-0.7999999999999999,0.20000000000000007,0.88256747
NR5A2,0.39999999999999997,0.6,0.7796931
ZNF281,-0.7999999999999999,0.20000000000000007,0.56668276
DDX59,1.0,0.0,0.26835826
CAMSAP2,-0.7999999999999999,0.20000000000000007,0.95555526
KIF21B,-0.39999999999999997,0.6,0.86464095
TMEM9,0.39999999999999997,0.6,0.8147694
PKP1,1.0,0.0,0.95421714
TNNT2,0.0,1.0,0.73156196
PHLDA3,0.7999999999999999,0.20000000000000007,0.9234506
CSRP1,-0.7999999999999999,0.20000000000000007,0.92500854
RP11-134G8.7,-0.39999999999999997,0.6,0.8862274
RP11-134G8.5,-0.7999999999999999,0.20000000000000007,0.8730942
NAV1,0.39999999999999997,0.6,0.8959499
IPO9,-0.7999999999999999,0.20000000000000007,0.90194243
SHISA4,-0.19999999999999998,0.8,0.8146346
LMOD1,0.39999999999999997,0.6,0.9299162
TIMM17A,0.19999999999999998,0.8,0.81575686
RNPEP,-0.39999999999999997,0.6,0.8243436
RP11-465N4.5,-0.7999999999999999,0.20000000000000007,0.7953347
ELF3-AS1,-1.0,0.0,0.7899596
ARL8A,-0.7999999999999999,0.20000000000000007,0.53952485
PTPN7,0.7999999999999999,0.20000000000000007,0.8097505
LGR6,-0.39999999999999997,0.6,0.76910216
UBE2T,0.39999999999999997,0.6,0.5262356
PPP1R12B,-0.7999999999999999,0.20000000000000007,0.86318904
RP11-175B9.3,-0.6000000000000001,0.3999999999999999,0.57638425
RP11-569A11.1,0.7999999999999999,0.20000000000000007,0.4186367
KDM5B,-0.7999999999999999,0.20000000000000007,0.8625105
RP11-480I12.2,-1.0,0.0,0.45451286
PCAT6,-0.19999999999999998,0.8,0.88553244
RABIF,-0.7999999999999999,0.20000000000000007,0.5181861
KLHL12,1.0,0.0,0.48418826
ADIPOR1,0.19999999999999998,0.8,0.8849793
CYB5R1,1.0,0.0,0.7830007
TMEM183A,-0.7999999999999999,0.20000000000000007,0.83165735
PPFIA4,-0.39999999999999997,0.6,0.766832
ADORA1,-1.0,0.0,0.68244827
CHI3L1,-0.39999999999999997,0.6,0.43208683
BTG2,-0.7999999999999999,0.20000000000000007,0.6166663
FMOD,0.6000000000000001,0.3999999999999999,0.9353364
PRELP,-0.7999999999999999,0.20000000000000007,0.9124531
ATP2B4,-1.0,0.0,0.8608815
SNORA77,0.19999999999999998,0.8,0.16164377
ZC3H11A,-1.0,0.0,0.66713434
ZBED6,-1.0,0.0,0.6281181
RP11-397P13.7,-0.7999999999999999,0.20000000000000007,0.51449597
SNRPE,-0.19999999999999998,0.8,0.8674207
SOX13,-1.0,0.0,0.9005083
ETNK2,-0.39999999999999997,0.6,0.8656544
GOLT1A,-0.7999999999999999,0.20000000000000007,0.6701307
PLEKHA6,-0.7999999999999999,0.20000000000000007,0.7415138
PPP1R15B,-1.0,0.0,0.5574564
PIK3C2B,-0.7999999999999999,0.20000000000000007,0.87039703
MDM4,-1.0,0.0,0.67979926
LRRN2,-0.7999999999999999,0.20000000000000007,0.6822691
RP11-430C7.5,-1.0,0.0,0.7193013
NFASC,1.0,0.0,0.7896983
TMEM81,0.19999999999999998,0.8,0.24909024
RBBP5,1.0,0.0,0.24000466
RP11-536L3.4,-0.7999999999999999,0.20000000000000007,0.63591355
DSTYK,0.39999999999999997,0.6,0.7216526
TMCC2,0.39999999999999997,0.6,0.5261946
NUAK2,-1.0,0.0,0.9062274
KLHDC8A,0.6000000000000001,0.3999999999999999,0.3976051
SNRPGP10,0.6000000000000001,0.3999999999999999,0.6946171
CDK18,-0.39999999999999997,0.6,0.87913615
MFSD4A,0.39999999999999997,0.6,0.7790991
ELK4,-0.7999999999999999,0.20000000000000007,0.80641675
SLC45A3,0.0,1.0,0.38065067
NUCKS1,-0.7999999999999999,0.20000000000000007,0.8997118
RAB29,1.0,0.0,0.71463645
SLC41A1,-0.7999999999999999,0.20000000000000007,0.9141226
RAB7B,-0.7999999999999999,0.20000000000000007,0.8159716
C1orf186,-0.7999999999999999,0.20000000000000007,0.7202337
SRGAP2,-1.0,0.0,0.87832093
IKBKE,-0.7999999999999999,0.20000000000000007,0.8618372
RASSF5,-1.0,0.0,0.80456215
EIF2D,-0.39999999999999997,0.6,0.833943
DYRK3,0.7999999999999999,0.20000000000000007,0.7808574
MAPKAPK2,-0.7999999999999999,0.20000000000000007,0.30081993
RP11-343H5.4,0.0,1.0,0.016460732
FCMR,0.39999999999999997,0.6,0.7213073
PFKFB2,-0.39999999999999997,0.6,0.63683283
YOD1,-0.39999999999999997,0.6,0.70933205
CD55,-0.7999999999999999,0.20000000000000007,0.7340996
RP11-357P18.2,-1.0,0.0,0.5005964
CD46,1.0,0.0,0.63175523
C1orf132,-0.39999999999999997,0.6,0.42232227
CD34,0.39999999999999997,0.6,0.8745229
RP11-328D5.4,-0.7999999999999999,0.20000000000000007,0.7021492
PLXNA2,0.39999999999999997,0.6,0.8525994
LAMB3,-0.7999999999999999,0.20000000000000007,0.83234483
RP1-28O10.1,0.39999999999999997,0.6,0.7704595
G0S2,-0.7999999999999999,0.20000000000000007,0.60223186
HSD11B1,0.19999999999999998,0.8,0.79541224
TRAF3IP3,0.0,1.0,0.8779674
C1orf74,0.0,1.0,0.76640296
IRF6,0.39999999999999997,0.6,0.9499971
DIEXF,-0.7999999999999999,0.20000000000000007,0.85307676
