gene,pi_tumor,pi_patient,pi_residual
CCSAP,0.0702459785358729,0.6808607384586584,0.24889328300546873
CD1C,0.07023152784143957,0.5709154434402598,0.35885302871830055
COA1,0.0702313181659703,0.6689222328556029,0.2608464489784268
MRPL30,0.07020289687557853,0.5529533775233049,0.3768437256011166
SAP30,0.07020075216466207,0.577862087564826,0.3519371602705119
NELFA,0.07018780644134334,0.6393330124625145,0.2904791810961421
HSPBP1,0.07012631421278434,0.5846223705289743,0.34525131525824143
PDAP1,0.07011273513432513,0.6138685605450473,0.3160187043206275
SCARB1,0.07009345649174836,0.5587975537353782,0.37110898977287343
C1orf159,0.07008627125496585,0.6012718033408911,0.328641925404143
FBL,0.07008399502897482,0.6035716693131336,0.3263443356578916
PRPF4,0.07004690588375083,0.5798537754099241,0.35009931870632505
TRIM47,0.0700415027524437,0.5664134062851409,0.3635450909624154
PREX2,0.07003713504302068,0.5788767315987057,0.3510861333582736
RP11-541N10.3,0.07003591280794567,0.6980813502985713,0.23188273689348296
ZNF3,0.07002957447895367,0.62746637047151,0.3025040550495363
SETBP1,0.07002260731404722,0.6512670627053572,0.27871032998059564
RTCA-AS1,0.07002021025728324,0.5969356812704336,0.3330441084722832
WI2-1896O14.1,0.0699826836622204,0.5960421362705745,0.3339751800672051
COPS5,0.06997608447019887,0.5843136508449667,0.34571026468483446
RP11-390E23.6,0.06996508544376052,0.6402354280319063,0.2897994865243332
HBEGF,0.06995851250541978,0.6422592759460473,0.287782211548533
PRKRIP1,0.06994110324603416,0.650705978583153,0.27935291817081276
PABPN1,0.06993800131753518,0.6226238619998019,0.30743813668266284
CCDC77,0.06988018887892665,0.6347808281473153,0.29533898297375805
PSMG1,0.06986705141067752,0.5813557454267789,0.34877720316254357
XRCC4,0.0698459877498477,0.6183715993350094,0.3117824129151429
RNF7,0.06981316420726426,0.5736455633854833,0.3565412724072524
HSD3B7,0.06975223654155388,0.649274153271571,0.2809736101868751
ODF2,0.06971093306066463,0.5893845623972225,0.34090450454211285
DDA1,0.06969990766862806,0.5887630942090665,0.3415369981223055
WRAP73,0.06969643842685842,0.6324533501614414,0.2978502114117001
PPP1R15A,0.0696892692136331,0.5641552207168574,0.36615551006950947
JUNB,0.0696833430269982,0.6098901162120284,0.3204265407609734
BRD9,0.06967038374209414,0.6403606615671215,0.2899689546907844
NDUFAF8,0.06966543073155,0.6118040930031385,0.3185304762653114
ETV4,0.06966377895579555,0.5040129573680103,0.42632326367619416
ADIPOR1,0.06957193869556198,0.5834666503277013,0.3469614109767367
YY1,0.06956400603748535,0.6702838367724541,0.2601521571900606
THEM6,0.06954906314947341,0.510587489558469,0.41986344729205755
RECK,0.06954307527143046,0.636344878012713,0.29411204671585656
POSTN,0.06952992908251808,0.7163782827206646,0.2140917881968173
SPNS2,0.06951235195433153,0.6320492710737572,0.29843837697191133
SGCE,0.06945492447229272,0.6270336190920851,0.30351145643562216
NAA20,0.06943535365496856,0.552539673653687,0.3780249726913445
PIGM,0.0694133602515116,0.6277038214324205,0.3028828183160679
ATG12,0.06940674150007937,0.6064310841874214,0.3241621743124992
ACO1,0.06939113850977499,0.5870085438546307,0.3436003176355943
FASTKD3,0.06933340712019463,0.6192004298087428,0.3114661630710626
TSPYL1,0.06929099144779105,0.7342270730164075,0.19648193553580137
SPG20,0.06927796264367152,0.7780575323097416,0.1526645050465869
C11orf80,0.06927553868974491,0.6569690360344812,0.27375542527577384
NKIRAS2,0.06927235509233254,0.5582297914261932,0.3724978534814743
NAA25,0.06925761713455664,0.6692589470531694,0.26148343581227396
SPHK1,0.06925558287348613,0.6844003182449959,0.24634409888151798
MRPL52,0.06925471887568267,0.608764336117859,0.3219809450064584
WDR34,0.06924594293452997,0.5610669846123942,0.3696870724530758
MT-ND3,0.06922706120239913,0.6463459565364249,0.284426982261176
PRMT1,0.06921816414563148,0.6607557650011491,0.2700260708532195
CUL7,0.06921213483487276,0.6605010412160791,0.2702868239490481
ERBB3,0.0692059260649349,0.6029334687448688,0.3278606051901964
PAIP1,0.06914474192260771,0.5997709631403517,0.33108429493704056
GNB2,0.06906775927342128,0.6370847118394367,0.29384752888714205
TPPP3,0.06906686517589063,0.5923629147218772,0.33857022010223214
C10orf128,0.06903158788252653,0.5765229389317832,0.35444547318569025
CDIP1,0.06902119534008935,0.6888825933096944,0.24209621135021628
KARS,0.0689866066991017,0.6017687074931515,0.3292446858077468
RP11-1000B6.7,0.06895142378235292,0.7337745516314184,0.19727402458622872
GPR137,0.06890331994422871,0.5500573095875307,0.38103937046824055
RRP1B,0.06889232270195844,0.6452803215050033,0.2858273557930383
ZNF787,0.0688878810893945,0.6370643583259259,0.2940477605846797
MTFR1,0.06887406649021953,0.5314169606869366,0.39970897282284396
TMEM79,0.06887105762647384,0.770458513356864,0.1606704290166622
GID8,0.06885437303986519,0.5921567129145662,0.3389889140455687
RBPMS2,0.06885208298269264,0.6095831333237618,0.3215647836935456
HRCT1,0.0687624343570068,0.5638080289981443,0.36742953664484884
SART1,0.06876045404342701,0.5835558858360429,0.34768366012053004
PLCD1,0.06872394234021792,0.5730301448859159,0.3582459127738662
TRIAP1,0.06870731860841535,0.6161692843654943,0.31512339702609027
FAM104A,0.06869976134373802,0.6673328590585825,0.26396737959767946
MAPKAPK5,0.06869131508267398,0.6296315343342873,0.30167715058303873
VCP,0.06864661196372454,0.6075020347129989,0.32385135332327647
SNHG11,0.06862345917181582,0.6668066935439835,0.26456984728420074
FBXO5,0.06860560289645484,0.6238160179006709,0.3075783792028743
PRELID3B,0.06853422022910884,0.6486041896299052,0.28286159014098605
NUP93,0.0685129414492121,0.6547683238767652,0.27671873467402275
TSEN15,0.06845519722505157,0.6010046100761588,0.3305401926987896
GLRX2,0.06844095159848929,0.6551235266384958,0.27643552176301484
SEC16A,0.06841442355525648,0.6318889844920829,0.29969659195266063
FGD6,0.0683591260178156,0.6402868298877998,0.2913540440943846
ANAPC1,0.06833884753882742,0.6376559542032192,0.2940051982579534
TOX,0.06830624531865274,0.6188916749253581,0.3128020797559891
CCDC88B,0.0682924020427666,0.5719291114483175,0.3597784865089159
MRPS35,0.06826842708026055,0.5803170435792657,0.3514145293404738
NAA15,0.06825298019804404,0.6691396306217227,0.26260738918023324
PAPSS2,0.06823411781106839,0.6368927674791568,0.29487311470977484
HAUS6,0.06821366462529682,0.6469324770466306,0.2848538583280726
COBLL1,0.06820730648432619,0.6533763173163215,0.27841637619935233
GAR1,0.06814696347242617,0.6519539854101338,0.27989905111743996
MTA2,0.06814091783912808,0.7025150752601167,0.22934400690075527
SLC12A9,0.0680933043429767,0.5425348962208312,0.38937179943619205
USF1,0.06807549086018762,0.5587196891225498,0.37320482001726263
CCDC142,0.06807092654811099,0.5567528366648253,0.3751762367870637
TMEM104,0.06805827174685869,0.47886848592201714,0.4530732423311242
DHX8,0.0680385185194965,0.6076359188475295,0.324325562632974
SQLE,0.06803598336222508,0.5257668638990671,0.4061971527387078
MBNL2,0.06803347470424165,0.6067061174429949,0.32526040785276344
KLHL3,0.06800847171687484,0.6501436531480856,0.2818478751350395
MORF4L2,0.06800752361068524,0.5963986846080852,0.33559379178122956
TAP2,0.0679387193648261,0.6010335156975406,0.33102776493763336
RBM17,0.06793545856505893,0.6307978759765505,0.3012666654583906
C12orf66,0.06791347386954545,0.5267687268535696,0.40531779927688494
MMRN2,0.06788448243026077,0.579888387110181,0.3522271304595583
PAK1,0.06787336815002226,0.6190631102647299,0.3130635215852478
COMP,0.06786898836393238,0.6097049772899947,0.3224260343460729
SORBS3,0.06786609238079312,0.4934213634291412,0.43871254419006567
ALDH1L1,0.06786328429264403,0.7155488204274233,0.21658789527993266
LATS2,0.06784730295482097,0.6069252159304139,0.32522748111476507
ZNF502,0.06782479863961544,0.67909410255655,0.25308109880383456
CSTF1,0.06780969968176923,0.5698763022143313,0.3623139981038995
FILIP1,0.06779830452711502,0.5796154104340807,0.35258628503880424
PDLIM3,0.06774664180516185,0.6071249491681164,0.32512840902672174
ACVRL1,0.06772663930458409,0.5994519587948265,0.33282140190058945
APOL2,0.0676781720790397,0.534978115888093,0.3973437120328673
HAUS7,0.06767593151517641,0.5623904030805613,0.3699336654042623
CYP4V2,0.06761617014893137,0.7350379497605236,0.19734588009054502
TUFM,0.06757487269492739,0.6103423973312703,0.32208272997380233
AKAP7,0.06756973689570221,0.5764903831496656,0.3559398799546322
ZBTB41,0.06753820112902396,0.6942554975861732,0.2382063012848028
SSR1,0.06751036597577531,0.5824242365253122,0.3500653974989126
SNAP47,0.06750958931466526,0.5649591796294661,0.3675312310558687
METTL2B,0.06750600594232978,0.6040667481644547,0.3284272458932155
PIK3R1,0.06746937972326311,0.6583688335436219,0.2741617867331151
FBXL8,0.06744542434020638,0.6414961787871936,0.2910583968726001
SMAD9,0.06742354424062721,0.7360646146646344,0.19651184109473838
GJB2,0.06741537100084244,0.6203528722087889,0.31223175679036874
DOLPP1,0.06740701561730218,0.5630051071447784,0.3695878772379194
MSH6,0.06740199426266003,0.5900410049929652,0.34255700074437484
BGN,0.06737406476107896,0.4926579784550448,0.4399679567838763
RP11-176H8.1,0.0673413941626431,0.5927650050639369,0.33989360077342007
FDXR,0.06731322692909067,0.6134928174847111,0.31919395558619823
PCDHGB7,0.0673086637785799,0.6559275023527893,0.27676383386863085
HSPA2,0.0672971146481181,0.5712896796138409,0.361413205738041
NOX4,0.06726768602318779,0.7125341652589965,0.2201981487178157
GGT6,0.06725871236014884,0.528299026766602,0.40444226087324914
PER3,0.06724292617622415,0.6663122836830956,0.26644479014068023
DCBLD1,0.06724153576694461,0.5969268883317507,0.3358315759013047
KANK2,0.06720611987824493,0.53872606621627,0.3940678139054851
WISP2,0.06712064232914908,0.6387695128150421,0.2941098448558088
ETFBKMT,0.06711035761881755,0.7041773583368445,0.22871228404433805
ZNF280C,0.06703799590763118,0.6415920387577936,0.2913699653345752
NR2F6,0.06701786295364938,0.5930843214687488,0.3398978155776018
PCYOX1,0.06700180657953098,0.6741677861559281,0.25883040726454093
NUPR2,0.0669949752343135,0.601451533677374,0.33155349108831245
ABCA5,0.06696330945616442,0.5598665518758307,0.3731701386680049
SYTL4,0.06696119724807607,0.5798963798376873,0.35314242291423664
FMO4,0.06694988021750026,0.6889307473021995,0.24411937248030027
SLC25A27,0.06694980689726407,0.6319577769045949,0.30109241619814103
USB1,0.06693505717106663,0.5623126190809282,0.3707523237480051
BTD,0.06693226360946679,0.6870982969324447,0.24596943945808852
ACYP2,0.06686085874623299,0.6374628525466297,0.29567628870713736
PCDHGB5,0.06684862483689685,0.6087330751899744,0.3244182999731287
TOM1L2,0.06684267047539486,0.6973794560306297,0.23577787349397544
KLC2,0.06680176690839087,0.6664294007631033,0.26676883232850584
ARHGEF15,0.06677677634309505,0.5529174225785041,0.38030580107840084
TATDN1,0.06670352117129434,0.6422406664623315,0.2910558123663742
SNRPEP2,0.06668410058421098,0.6938529692612638,0.23946293015452524
FAM117A,0.06667663582779543,0.6410173711725835,0.2923059929996211
ARHGEF26,0.06667319028902191,0.6546709804979535,0.2786558292130246
PMAIP1,0.06666610698264,0.6881872672941698,0.2451466257231902
NFKB2,0.06665299313365157,0.49538102115778787,0.43796598570856055
VWA5A,0.06663617369885572,0.6745380052221482,0.25882582107899604
YEATS4,0.06663557199081972,0.5599187571232564,0.37344567088592384
ZFPM2,0.06662447558670483,0.6091896084544702,0.3241859159588249
NASP,0.06658353758879208,0.6096606226434927,0.3237558397677152
TCERG1,0.06655689772342005,0.6791639482254523,0.2542791540511276
C2orf68,0.06654303684232411,0.5542653898024562,0.3791915733552197
MTCH2,0.06652820722548616,0.5527222513756923,0.38074954139882156
ATP5E,0.06650876906574868,0.5936041794772137,0.33988705145703774
NMRK1,0.06650000393805582,0.6427976315656208,0.2907023644963235
TAF6,0.06646429488366348,0.6010403332389215,0.332495371877415
IL6,0.06642238646239494,0.6386687293042345,0.29490888423337064
C14orf166,0.06638900479204511,0.695617664182124,0.2379933310258309
IGIP,0.06634924695291353,0.6921801752173287,0.24147057782975778
HMGXB3,0.06633197946764145,0.6912062414075915,0.24246177912476713
SMIM13,0.0663158167489256,0.5861947923213693,0.3474893909297051
HYKK,0.06630711119020644,0.49919213866126977,0.4345007501485238
TMC6,0.06628515803458455,0.6227198934387426,0.310994948526673
INPP5A,0.06628373070352565,0.6234851131942162,0.3102311561022582
VPS25,0.06627838897171116,0.4885763961659197,0.44514521486236913
C14orf28,0.06625739001536594,0.6238523927072208,0.30989021727741317
TMEM139,0.066253116150107,0.6493458853933332,0.28440099845655986
PDK2,0.06624920501906306,0.6740054225161647,0.2597453724647723
SNRK,0.06624398906498163,0.643343856505943,0.2904121544290754
ENSG00000270800.1,0.06623673982936076,0.5061091734558927,0.42765408671474653
ALKBH4,0.06622600443658884,0.6433533197583822,0.290420675805029
KLHL15,0.06621844495919649,0.5984494154597408,0.3353321395810626
RNF44,0.06618100703433949,0.6684269573581949,0.2653920356074656
RPL38,0.06607862090513326,0.5926697437843023,0.3412516353105645
RUNX2,0.06601798852387371,0.6959863349258538,0.23799567655027246
PTK2,0.06601068753132845,0.6326563649463687,0.3013329475223029
ACSS3,0.0659769040066812,0.7488039384413718,0.18521915755194698
ZSCAN18,0.0659498242517835,0.7253332424806385,0.20871693326757798
FAM122B,0.06591261466662707,0.6552897569251225,0.2787976284082504
NSUN5P2,0.06591228269530093,0.6662532843656416,0.26783443293905745
C2orf27A,0.06590237310946036,0.6692464248238833,0.26485120206665635
OLFML3,0.06589963468896949,0.6391896713557196,0.294910693955311
RP11-410L14.2,0.06589379783051946,0.6449219537311964,0.2891842484382841
RAD9A,0.06588099905663494,0.6152684831051953,0.3188505178381697
LIN37,0.06585479059391254,0.5706323224465771,0.36351288695951034
RP11-481J2.4,0.06582672736991287,0.6358588065222586,0.2983144661078286
DNAJC7,0.06582481145841307,0.589308068139318,0.3448671204022689
C1orf74,0.06581989583763877,0.6104688427085276,0.32371126145383355
KHSRP,0.06580587985942944,0.597426021341081,0.3367680987994895
SET,0.06580289124280134,0.6435947379118778,0.29060237084532087
NSDHL,0.06579736661482193,0.5384917753293912,0.39571085805578693
C15orf59,0.06579664473068103,0.6377997538691375,0.29640360140018146
ZDHHC5,0.06577137369817429,0.6675794669046689,0.26664915939715683
SLC7A5,0.06576996649542921,0.6319442403476601,0.30228579315691073
MT-CYB,0.06565674440890819,0.6223884496680862,0.3119548059230056
ZBTB9,0.06562607576615315,0.6022879252979525,0.3320859989358944
CASKIN2,0.0656166994140255,0.5626370013810248,0.3717462992049497
ENSG00000248919.7,0.06556771831088104,0.5385873347332384,0.3958449469558805
CAV1,0.06555928965772297,0.5307671488140695,0.4036735615282076
TRAF4,0.06554760679191142,0.5116808174045625,0.42277157580352615
HARBI1,0.06553028322691194,0.6057078943509016,0.3287618224221865
MAD1L1,0.06552272563071267,0.5656785027609372,0.36879877160835006
WDR53,0.06552261442136675,0.6183049285231301,0.3161724570555031
CCDC134,0.06551876907729208,0.5976428665712016,0.3368383643515063
GALNS,0.06549138470253094,0.5931396795385112,0.3413689357589578
NPRL3,0.06545182912692339,0.647852937350978,0.2866952335220985
IAH1,0.06534457104002594,0.6051205600140501,0.3295348689459239
MMP28,0.065338821412242,0.6648572738632784,0.2698039047244796
AGO2,0.06529981435380103,0.6376158557861111,0.2970843298600878
PCCA,0.06526529371242656,0.743553319462775,0.19118138682479838
PFAS,0.0652296856969942,0.577569240158522,0.3572010741444838
SEMA4B,0.06521622043096398,0.61472201458658,0.320061764982456
TLR4,0.06519779271093494,0.6740199135606239,0.26078229372844125
OGFR,0.06518605679671773,0.5150789129241389,0.4197350302791434
RAB42,0.06517497181515383,0.5690877204308474,0.36573730775399876
FOXN3,0.0651599027470111,0.6346881639407269,0.30015193331226203
ANKEF1,0.06513853581324006,0.5652338608632571,0.3696276033235028
TWF1,0.0651333542567169,0.6489084865114165,0.28595815923186657
DNAJC28,0.06512859021961462,0.6956073766360581,0.23926403314432726
GRK5,0.06510718281413222,0.5231864853532968,0.41170633183257094
HACD1,0.06508865962271644,0.6253710556184846,0.309540284758799
PRR14,0.06507093271342686,0.5999247313765419,0.3350043359100313
KLF11,0.06505201565676642,0.6019108707314529,0.3330371136117807
ZNF44,0.06502575625477763,0.6344662361362666,0.3005080076089557
NPM1,0.06498880780069997,0.6787651831407244,0.25624600905857553
CEP295,0.06497610612794037,0.6873277272039695,0.24769616666809008
CYP27A1,0.06496702528609595,0.6868449955943629,0.2481879791195412
SYP,0.0649656478681645,0.5546591965630613,0.38037515556877416
NOP10,0.06496495809022583,0.5427500623260335,0.3922849795837407
ZNF710,0.06496166419873381,0.6305089171395138,0.30452941866175237
MTX2,0.06493428764756545,0.6212690175880287,0.3137966947644058
SKA2,0.06493219198810025,0.5398677909880453,0.3952000170238544
PUM3,0.06492923423021334,0.6432486180557764,0.2918221477140102
TIMM44,0.06489674235751976,0.6193193699086323,0.31578388773384797
PLAUR,0.06486863965413245,0.6950806391746015,0.2400507211712661
PLPP2,0.06482847356149685,0.6674509868394981,0.2677205395990051
RETSAT,0.06482419774905641,0.6184456539264654,0.3167301483244781
ZFP2,0.06481830892367224,0.7367217110081099,0.19845998006821788
ATXN7L3,0.06481119017424632,0.6095985607962651,0.32559024902948863
PASK,0.06473387507805287,0.6786353965947858,0.25663072832716144
CEP83,0.0646419000277615,0.6837010153038449,0.2516570846683936
FAM200B,0.06464104657366129,0.6917934243817485,0.24356552904459014
MPG,0.06463977647587298,0.6123285845455756,0.3230316389785514
IARS2,0.06463263114838312,0.6225579320232717,0.31280943682834517
GTF2E2,0.06462592335877985,0.6073884274121584,0.32798564922906176
CTD-2231E14.8,0.06461140416643225,0.482430047300765,0.45295854853280276
ACSS2,0.06460943321970045,0.6146466015115193,0.32074396526878024
THUMPD3,0.06459432991508228,0.6362862675268702,0.29911940255804753
NDUFAB1,0.06456784569944832,0.5766929728613929,0.3587391814391587
NYNRIN,0.06453609543545769,0.6052646451404545,0.3301992594240878
RAB40C,0.06452213433198861,0.65436839742414,0.2811094682438714
ALDH9A1,0.06447478297641192,0.6598426798709636,0.2756825371526245
VBP1,0.0644524673566756,0.6135200863405466,0.3220274463027779
STAP2,0.06439993380244999,0.6134329938783871,0.3221670723191629
EML4,0.064342805455307,0.5938420060756363,0.3418151884690566
LIMCH1,0.06432875968877204,0.7362748985815641,0.19939634172966378
YIPF3,0.0642726815765112,0.5384098480303058,0.3973174703931831
SMS,0.06423478378345358,0.6605105658787752,0.27525465033777125
ZNF853,0.06419929230365008,0.7110717460623894,0.2247289616339605
ATAD3B,0.06417232130860738,0.6535120346281131,0.28231564406327947
PROM1,0.06415990645517686,0.6257409988199756,0.31009909472484753
STARD3,0.06415819501715359,0.5657172099217311,0.3701245950611153
ANKLE2,0.06410934881953874,0.6777207955752534,0.25816985560520783
ZEB2,0.06409124005596069,0.6419375543256154,0.2939712056184239
CTSF,0.06409097076421318,0.715094737042399,0.2208142921933878
HMGN1,0.06408934083663267,0.6743580239002054,0.2615526352631619
PELP1,0.06408564496341647,0.6080373282006297,0.3278770268359538
RP11-466H18.1,0.06403410265700271,0.7075841191680468,0.22838177817495056
POLR3D,0.06403406154672164,0.6859013559238373,0.25006458252944114
PIDD1,0.06399954610527625,0.6479762792782243,0.2880241746164995
ZBTB47,0.06399571660613271,0.6315412603347895,0.3044630230590778
FUCA2,0.06396191588974498,0.5809355409938861,0.35510254311636896
SRP14-AS1,0.06392486896871304,0.6526909916749912,0.2833841393562957
BAK1,0.06390949481519737,0.6529297051789408,0.2831608000058618
LRP8,0.06390289310432926,0.6962032634568418,0.2398938434388289
RNF215,0.06388322898978947,0.6668592706408005,0.26925750036941
GABRB3,0.0638812817698789,0.5898487554741029,0.34626996275601823
ZFYVE19,0.06384243609473567,0.5583076435019391,0.37784992040332527
KDM1A,0.06384020326462628,0.695305366480814,0.24085443025455971
ALDH3A2,0.06381195037668397,0.5747761926967433,0.3614118569265727
ZNF764,0.06376971045842769,0.6011203829502085,0.3351099065913638
FXYD5,0.06376703979499203,0.6108450934847706,0.32538786672023745
ST3GAL6,0.06372216785718812,0.6856677316009582,0.25061010054185373
FAM212B,0.06370616525292722,0.5515217216780461,0.3847721130690267
BFAR,0.0636875641531303,0.6970344728790517,0.23927796296781803
NOM1,0.06368044137198489,0.6122904308961725,0.3240291277318426
G6PD,0.06366000990557388,0.6913562341885156,0.24498375590591057
HSPA14,0.06364519202391204,0.6393738345323526,0.2969809734437353
CPM,0.06363155751319867,0.6189792991376537,0.31738914334914764
GALNT15,0.06362857320090382,0.6622617268552151,0.274109699943881
XXYLT1,0.06359541264594297,0.6612975334076312,0.2751070539464258
WWC2,0.06359283009244665,0.6782026603377427,0.2582045095698106
ZPR1,0.06358360262729969,0.565857643754412,0.3705587536182882
PHF6,0.06357815240735447,0.6484066670746128,0.2880151805180327
RCE1,0.06356555591702506,0.6084318080954075,0.3280026359875674
RP11-760H22.2,0.0635586507628545,0.6658623395326999,0.2705790097044456
JAK3,0.06354900427565048,0.581548610959937,0.35490238476441244
TMEM184B,0.06354738135600602,0.6780625096500698,0.2583901089939243
KCNJ8,0.06354180911534164,0.6011672598657508,0.3352909310189076
NSUN5P1,0.06353029189449726,0.6692411102886293,0.2672285978168734
DST,0.06347313368356083,0.5262334427857768,0.41029342353066245
IGFBP6,0.06346546922758436,0.5517047532511227,0.38482977752129294
POLG,0.06336787027728641,0.568936511092059,0.36769561863065453
COX19,0.06336117956905718,0.6125619032406358,0.32407691719030707
TMEM33,0.063360109353633,0.5568872298999458,0.3797526607464213
SLC35E1,0.06330253977056945,0.7188351645347458,0.2178622956946847
HRAS,0.06319168312077711,0.6833527751610935,0.2534555417181294
UBE2R2,0.0631727510609645,0.5918497534875735,0.34497749545146195
TRIM24,0.06315024635038416,0.5934631339366293,0.34338661971298656
ELAC1,0.06314610291856654,0.668923047914452,0.2679308491669815
SCAF1,0.06308195941243332,0.5685430456577134,0.3683749949298533
UBE2A,0.06304796491286083,0.6258126493405713,0.3111393857465678
C3orf18,0.06304243362532896,0.6582382704888712,0.27871929588579986
CLDND2,0.06300363116616037,0.5110547984545096,0.42594157037933
RP11-126K1.2,0.06296610910955851,0.47925612325166617,0.45777776763877537
DOLK,0.06296004789305575,0.5347056865473568,0.40233426555958735
NSFL1C,0.06295725018198017,0.5620905141985244,0.3749522356194955
MRPL28,0.06293537724278715,0.6171025405602562,0.3199620821969567
CDK2AP1,0.06289832768529698,0.726841572078548,0.210260100236155
RTCA,0.06289798931692384,0.6157949867560918,0.32130702392698435
IFI30,0.06289023053650361,0.6263574701468939,0.3107522993166024
TMCO1,0.06288959199272405,0.43756132947964543,0.4995490785276305
SNAP29,0.06286001434362759,0.560404610458007,0.3767353751983653
PDE8B,0.06285929049534293,0.797611255967215,0.13952945353744195
HEATR3,0.06285743482576378,0.648797941075101,0.2883446240991352
ADSL,0.0628552334278697,0.5640422579519365,0.3731025086201938
FAM58A,0.0628479656079561,0.6143261549492742,0.3228258794427697
FLRT2,0.06284583634463528,0.5866379674890164,0.3505161961663483
C15orf52,0.06280184544562421,0.5977233375209378,0.33947481703343807
SRA1,0.06277596254527404,0.5539299618096606,0.38329407564506535
GRAMD1C,0.06273828386673463,0.6315887927605334,0.305672923372732
SECISBP2L,0.06267612533935134,0.6951199245761903,0.24220395008445827
FILIP1L,0.0626725626016394,0.6269173985129088,0.31041003888545177
SDF2L1,0.06267205022140641,0.6285621211454272,0.30876582863316643
PFN1,0.06263673799898804,0.5714856907855481,0.3658775712154639
GNAL,0.06262576395569945,0.5669712391394862,0.3704029969048144
CCHCR1,0.06257017708489986,0.5415279649139703,0.3959018580011298
TMEM60,0.06254442912062268,0.6589401231205122,0.27851544775886516
UBE2F,0.06254124815331023,0.5562014800039451,0.3812572718427447
AMOTL2,0.06253840892441738,0.659154869693088,0.2783067213824947
ABHD5,0.06252985042536494,0.6671328988605648,0.2703372507140702
FKBP3,0.062467482961924524,0.5675564522406081,0.36997606479746736
LINC01852,0.062456052156677294,0.6581864425616245,0.27935750528169817
NDUFB4,0.06244226712397211,0.5467919522468718,0.39076578062915607
EIF3H,0.06236821413845658,0.6530931283547519,0.2845386575067915
C5orf22,0.06234032554870499,0.6163934897084541,0.32126618474284085
PSMG3-AS1,0.062334682515122024,0.6071091099032389,0.3305562075816391
KRT8,0.06229415771329674,0.6101573793380741,0.32754846294862905
STOML2,0.0622929437189466,0.5596292126460507,0.3780778436350027
DRG1,0.062290396069623735,0.5779938793678088,0.35971572456256745
EIF2AK2,0.06227521456286087,0.6528410813846723,0.2848837040524668
PIP5K1B,0.062268341083051355,0.7242449385543239,0.21348672036262475
ENSG00000281887.2,0.06225387322379769,0.5563125850085039,0.38143354176769845
GPR155,0.06221479864433893,0.5836602651314734,0.3541249362241876
HSPA9,0.06219934367937579,0.6288839128079722,0.308916743512652
PRR14L,0.062194883663384506,0.633644406384947,0.30416070995166844
EIF5B,0.06214248062990758,0.7075418588151435,0.23031566055494893
STAMBP,0.062123726162741234,0.5991294667187897,0.338746807118469
PSMC3,0.062116868206915435,0.550131822102774,0.3877513096903105
EFCAB11,0.06210812294657313,0.6271143859985152,0.3107774910549117
FES,0.06209873052929968,0.5732237150557601,0.36467755441494026
UBAC2,0.06209581502470631,0.5822032307565719,0.35570095421872183
SUPV3L1,0.062086126495930816,0.5643742073186014,0.37353966618546774
LHFP,0.06206948776241105,0.6161688660902679,0.321761646147321
CCL2,0.06206483770022979,0.6085500647935678,0.32938509750620243
GON4L,0.06203641688962194,0.6773996106753041,0.26056397243507395
DDO,0.06202941902979517,0.6330027680151148,0.30496781295509007
LSG1,0.06200355346600413,0.5786448278775331,0.3593516186564627
F8,0.06194200089463325,0.6854597666285668,0.25259823247679997
RNF149,0.06193098826012397,0.5890346428348303,0.3490343689050457
CLPTM1,0.06192194408688449,0.5024229247988488,0.4356551311142668
UCKL1,0.061907791328071005,0.5714051576659445,0.36668705100598453
ETS2,0.06190373610422916,0.6045870737338274,0.33350919016194347
NEK6,0.06188452159252595,0.5892841746483161,0.34883130375915794
RP4-605O3.4,0.0618664099763214,0.6869561908517112,0.25117739917196735
GRK2,0.06183593590939834,0.6970273886406242,0.2411366754499774
RNF125,0.061796915004302615,0.6062734604464197,0.33192962454927766
SF3B2,0.06179525574661451,0.6340100552362491,0.3041946890171364
MRPL27,0.061790030236599465,0.5353439888861996,0.40286598087720094
ZDHHC11B,0.06178369358242746,0.5721778742851662,0.3660384321324063
STRN4,0.061771554279579324,0.6497497623478323,0.28847868337258836
TIE1,0.061754266435153665,0.5431474340061446,0.3950982995587017
DOC2B,0.06174200610558437,0.5961012952703344,0.34215669862408127
UNC93B1,0.0617262976180337,0.6230361278899709,0.31523757449199546
CTNNBL1,0.06170754233798382,0.533444061336173,0.40484839632584324
HNRNPA2B1,0.06170100386468999,0.5695345400990223,0.3687644560362877
BEX5,0.061687227209553185,0.7184291293621136,0.21988364342833325
PIGR,0.06168680460501398,0.6624277653342976,0.27588543006068844
C4orf32,0.06168463004038291,0.7021429837584653,0.23617238620115175
SYNPO,0.06168461592039808,0.4953962415386015,0.44291914254100045
ZNF658B,0.06164902277374928,0.7042507382830152,0.2341002389432355
ZNF132,0.06162068944963126,0.7354205124064216,0.20295879814394713
CLPP,0.06161784704750099,0.5807986565105453,0.35758349644195364
SUPT16H,0.06159705254495069,0.6630073036085896,0.27539564384645976
H3F3A,0.06158290346178777,0.5855299193791007,0.35288717715911144
SLC5A6,0.06158046234964619,0.6716772527017342,0.2667422849486196
UTP20,0.06154015368928748,0.6658736019648207,0.2725862443458918
FBRS,0.061525145464257025,0.6653042429947889,0.2731706115409541
BHMT2,0.061521653315698095,0.7785293984153414,0.1599489482689605
NCALD,0.06151458829186533,0.5875932646225187,0.3508921470856159
