gene,pi_tumor,pi_patient,pi_residual
HBA2,0.21906153966832254,0.5186900082807706,0.26224845205090686
MCTS1,0.2186089343797471,0.45549101377849793,0.32590005184175497
DPP3,0.21848915172858258,0.4613530434122387,0.3201578048591787
GPIHBP1,0.2184448632955434,0.4955686781085526,0.28598645859590394
PSMG3,0.21828822122476196,0.4750809866309278,0.3066307921443102
DCN,0.2182440087401212,0.505834550875468,0.2759214403844108
NSUN5,0.21730803635173052,0.4503634096412309,0.3323285540070386
PLK4,0.21725937184402605,0.5606930838803212,0.22204754427565274
INMT,0.21646067013257858,0.49493992565738837,0.28859940421003305
MRPS34,0.216338692681571,0.47890169446449177,0.30475961285393727
H2AFX,0.21613129659274058,0.5539563195276513,0.22991238387960805
MORC2,0.21605835728751882,0.508849962151629,0.2750916805608522
PLSCR4,0.21553207839824506,0.49158790630581717,0.29288001529593777
PUS1,0.2154893317662902,0.4627799235135652,0.3217307447201446
TRPM2,0.21538736661927707,0.5206308253582029,0.26398180802251997
NUDT1,0.21525483771159099,0.5556191043198224,0.22912605796858665
MTX1,0.21522559654102058,0.3530117817538042,0.4317626217051752
CHAF1A,0.21504065152649188,0.5399815634945584,0.24497778497894976
CPED1,0.21417467229191944,0.5120198322710828,0.2738054954369978
KIF23,0.21389734631429386,0.5498205574941925,0.23628209619151375
CENPN,0.21343128591668395,0.5401345439238774,0.2464341701594386
EIF3B,0.21330450639110773,0.4722449213303228,0.31445057227856943
CCNE2,0.2130584814076916,0.5728917681585659,0.21404975043374247
SEC61G,0.21269005674820807,0.42503815949432977,0.36227178375746216
CORO2B,0.21229616956330172,0.5288980893511199,0.2588057410855784
PDIA4,0.2121697282957311,0.4910267370409251,0.2968035346633438
SNRPE,0.21209379938890943,0.46863949757234147,0.31926670303874904
NOP2,0.21158684450104845,0.4890202400915245,0.299392915407427
TRAIP,0.21108867966045272,0.5097631406394121,0.27914817970013517
ATP1A2,0.2108535496055976,0.4790129967673886,0.3101334536270138
PCNA,0.21028845843736035,0.4737053768969925,0.3160061646656471
PCGF1,0.21017535463614054,0.4652355828499605,0.32458906251389896
ALDH2,0.21003214809774023,0.528444750980144,0.2615231009221158
SEC61A1,0.21002495076123173,0.4875726974761771,0.30240235176259117
INTS7,0.20987338581716125,0.5036448370686716,0.28648177711416717
CENPL,0.2095960345458751,0.5351243184034167,0.2552796470507082
RCC1,0.20940972350141934,0.5337689113143428,0.2568213651842378
TIMM50,0.2093602790307556,0.44900391006866813,0.34163581090057626
ANKRD39,0.2091502944763745,0.39748189290340974,0.3933678126202158
PID1,0.2081721780511564,0.5521085025923469,0.23971931935649668
COA6,0.208019633530708,0.35017291097037856,0.4418074554989135
MYOM1,0.2079573951193284,0.4767252074536938,0.3153173974269778
ANK2,0.2078283213166596,0.5797898291021824,0.2123818495811581
TRIM59,0.20700834356827755,0.5877157123167583,0.2052759441149641
EIF2AK1,0.2066559021546075,0.48881453498465166,0.30452956286074084
PPP1R14A,0.20661834346110367,0.48100982714526663,0.31237182939362973
WDHD1,0.20638599835785876,0.5677446988132908,0.2258693028288504
MRGPRF,0.20614327663500617,0.5136497322006748,0.280206991164319
FOS,0.20593618954932413,0.5221161509364854,0.27194765951419037
SPAG4,0.20592920854375626,0.4511095640951295,0.34296122736111423
PRELP,0.20585408897304905,0.5226053428281904,0.27154056819876066
METTL7A,0.20570614820579053,0.6175930671117251,0.17670078468248437
NOMO1,0.2055935392807116,0.48579572114625424,0.30861073957303414
CENPO,0.20548248844004618,0.4562394159738365,0.33827809558611727
SOX12,0.20527976849361787,0.45445559314961775,0.3402646383567644
PALB2,0.20525113033806455,0.5047284573021201,0.2900204123598153
TBC1D31,0.20514293391816774,0.4991423961352958,0.29571466994653645
MYO19,0.20500565406637059,0.5257152182823859,0.26927912765124357
ADHFE1,0.20475299774743377,0.5884563976197161,0.2067906046328501
ST6GALNAC6,0.20464648039456726,0.432551382719964,0.3628021368854687
DAP3,0.20444985767945908,0.48447012447269194,0.31108001784784894
AK3,0.2042468161194844,0.4662705098090877,0.32948267407142795
SSBP1,0.2041955502999914,0.5158039219718045,0.28000052772820416
MPC1,0.20340886957209492,0.6087071538169471,0.187883976610958
CDO1,0.20324747850632574,0.6060415431344377,0.1907109783592366
NUP205,0.2030526295021493,0.5487030849284115,0.24824428556943925
PYCRL,0.20303797086421982,0.41673711017473575,0.3802249189610444
HIST1H3H,0.202478669718595,0.44191957006752497,0.35560176021388007
ZMYND19,0.2024438823965005,0.5435193951140258,0.2540367224894737
ADH1C,0.20217074589786155,0.5760232174238055,0.22180603667833304
SCAMP3,0.20187319292520906,0.3494249942978781,0.4487018127769128
LIFR,0.2015946334600619,0.5866061347506663,0.2117992317892718
PSMB4,0.20159046170459674,0.42503385597955273,0.37337568231585044
PSMB2,0.20152684314378638,0.4282788458092863,0.37019431104692724
JAM2,0.20141435363324403,0.5491546321803543,0.24943101418640162
CKAP2,0.201327469325741,0.551461398383894,0.24721113229036507
NPR1,0.20109724091057554,0.5255475427999851,0.27335521628943943
EGR1,0.20084320783394852,0.5198659550552968,0.27929083711075464
MT1E,0.20066951256957702,0.4563101268663709,0.3430203605640521
NUTF2,0.20048868150524232,0.49282656863286806,0.3066847498618896
SNRPA1,0.20024949018575422,0.49655443940060345,0.3031960704136423
PEG3,0.19970614719408192,0.5524969833816312,0.2477968694242869
DBF4,0.19956483164819178,0.5765956822898767,0.2238394860619316
CCDC167,0.19940413390816009,0.4640362890777442,0.3365595770140958
MAGI2-AS3,0.19903906073281932,0.5408849199205469,0.2600760193466337
ESM1,0.19866935606197036,0.5449907959331354,0.2563398480048943
PRDX4,0.19856698483653612,0.46134118315136097,0.34009183201210297
COPG1,0.19852389337366894,0.5299878399141296,0.2714882667122015
HELLS,0.1984848763886349,0.4904222138062111,0.31109290980515397
TRAF2,0.198220328367456,0.470668919743271,0.33111075188927297
POLD1,0.19814181264933756,0.5375487620337831,0.2643094253168794
PDZD11,0.1980306544241235,0.5257431697778189,0.27622617579805764
MOGS,0.1978745462440832,0.46244026156008256,0.3396851921958342
PARPBP,0.19783106911936688,0.5387378650322051,0.26343106584842796
BLOC1S3,0.1978259877907546,0.4818218745672657,0.3203521376419797
CENPH,0.19781499423022314,0.5778043960331417,0.22438060973663515
LEPR,0.19761641368089095,0.5219746858021136,0.2804089005169954
LMNB1,0.1975714017778789,0.5655106351986421,0.23691796302347903
C19orf48,0.19695734733731357,0.5957226617197369,0.2073199909429496
NCAPG2,0.19643918222710854,0.5363257360658779,0.2672350817070136
ZBTB16,0.1963131859942421,0.5355985880753931,0.2680882259303648
RAD54B,0.19617483660344645,0.4796450048777336,0.32418015851881987
PRKCSH,0.1958891568547256,0.4577557313464905,0.3463551117987839
MAD2L2,0.19579167521019133,0.4832203957564986,0.32098792903331
SMUG1,0.19563055123784245,0.5014938915396768,0.3028755572224807
MYDGF,0.1955970852401121,0.5057711959155019,0.29863171884438605
DCAF13,0.19550157217990083,0.47816659242626336,0.3263318353938358
DSCC1,0.19545918805365095,0.5688869337710423,0.23565387817530678
TCEAL7,0.19528498421885832,0.5463347999176563,0.2583802158634854
CAT,0.19482954588971366,0.5701498913231013,0.23502056278718497
GNG7,0.19466120605280932,0.5521795168904876,0.2531592770567031
CLN6,0.19427887079716571,0.46283848944628664,0.34288263975654765
MXD3,0.19424166433846973,0.5333303891228761,0.27242794653865415
PDCD2L,0.19412550685149,0.49034484101437603,0.3155296521341339
MIR4435-2HG,0.19402264964097457,0.5398900409911542,0.26608730936787117
AOC3,0.19383919923615678,0.5242471771038659,0.2819136236599773
SRPX,0.1935584630716705,0.5481860173186967,0.2582555196096328
PIGU,0.19341565081560913,0.4491191853214422,0.3574651638629487
TSTA3,0.1934004824798806,0.5202408028151302,0.2863587147049892
SELP,0.19310734872692845,0.46178421414538035,0.3451084371276912
HBA1,0.1930774582638734,0.5352521655983069,0.2716703761378197
GEMIN7,0.19295272609472786,0.4772582212538926,0.32978905265137953
CCNF,0.19284977819030208,0.6021974280341951,0.20495279377550285
PTRH2,0.19276890370458424,0.4938433315457803,0.3133877647496355
PSMD11,0.19272467740157093,0.47519199825715175,0.33208332434127724
MT1X,0.19229856906738102,0.4698291660684262,0.3378722648641928
TMEM220,0.19215778473566808,0.5690701126018651,0.23877210266246673
RACGAP1,0.19209117857649669,0.5852683638123162,0.22264045761118711
RP11-6N17.4,0.19202514609064938,0.4870032110164318,0.3209716428929188
CFL2,0.19174846286138683,0.46113066848760476,0.34712086865100844
BYSL,0.1912986329254168,0.5090834388427797,0.29961792823180344
TCF3,0.1912145315677471,0.5684642964292974,0.24032117200295547
IRAK1,0.19112813696432404,0.5140372849397765,0.2948345780958994
DUSP1,0.1908614525095929,0.5016101959739014,0.30752835151650565
CFD,0.19081675281477073,0.47897738311892424,0.33020586406630503
EFTUD2,0.19077249038332986,0.5060326699562218,0.3031948396604484
TEK,0.19070726215924783,0.5430208295867727,0.2662719082539795
PSMC4,0.19039978042767067,0.3874020632362494,0.42219815633607993
SLC50A1,0.19021481389995495,0.4149261262574955,0.39485905984254954
BAX,0.18999680898596638,0.5304437543992118,0.27955943661482185
SND1,0.18953386729477775,0.5072992515876875,0.3031668811175347
RSPO3,0.1893161836783486,0.49530250104674856,0.3153813152749028
GPR146,0.18930489111968937,0.43271872735226463,0.377976381528046
GEMIN6,0.1889962275551019,0.456400656545449,0.3546031158994491
CBX2,0.18891074208760414,0.4856325879525493,0.3254566699598465
BCL2L12,0.1886013130381483,0.5112397629003504,0.30015892406150124
PAICS,0.18832727971704394,0.4393508929262803,0.3723218273566757
FAAP24,0.18816283084871724,0.5459696730399913,0.26586749611129146
PVT1,0.187566850486289,0.5002963696860632,0.3121367798276478
CCL21,0.18747881664697602,0.4812728912110895,0.33124829214193446
PSMD14,0.18738379306566838,0.4710352399405443,0.3415809669937873
SERPINH1,0.18693473116652445,0.5288860981903633,0.2841791706431123
DNAJC2,0.18690119720525647,0.49059521770840564,0.3225035850863379
MYOM2,0.18682774835326332,0.575091667011773,0.2380805846349637
MMP9,0.18682394339973601,0.5573408903299357,0.2558351662703282
WDR12,0.18632858963027557,0.45553288524845365,0.3581385251212707
NFE2L3,0.18623505482944733,0.5627823624595308,0.25098258271102186
IMP4,0.18606803118358617,0.4473599843675708,0.36657198444884304
LMOD1,0.1860039197687212,0.5658454873953244,0.24815059283595442
TUBG1,0.1859855136462617,0.4738553144752585,0.3401591718784797
CBX4,0.18580057371914327,0.43202382350535756,0.38217560277549917
TMEM220-AS1,0.18578897156501503,0.5638584792709451,0.2503525491640398
AQP7,0.18564245885644887,0.5538431004306661,0.26051444071288504
ELOC,0.18544047491699678,0.47093287047261473,0.34362665461038844
FREM1,0.18538070950443825,0.5444509702271805,0.2701683202683812
NOP56,0.1852205563273077,0.5212380417241446,0.2935414019485477
SAPCD2,0.1852074372054428,0.5957464239759794,0.21904613881857776
EFNA3,0.18509502684892903,0.5868023748377361,0.22810259831333488
LIMK1,0.18508988538649201,0.6178257750473889,0.1970843395661191
SOD3,0.18493542246682432,0.500591890217191,0.31447268731598466
ZNF668,0.18462393762191825,0.5509068180198291,0.2644692443582526
AOX1,0.18449737156061136,0.6125463561131174,0.20295627232627125
C11orf98,0.18444885049495904,0.49766154600799156,0.3178896034970494
HGS,0.184433098916815,0.48766754167108406,0.32789935941210097
DIO3OS,0.18403786023945198,0.5081825151624149,0.3077796245981332
MCM4,0.18403349888700907,0.5364554054139705,0.2795110956990204
RCAN1,0.18392770757076848,0.5124808770945802,0.3035914153346513
NABP2,0.18371096523666372,0.4852530171136494,0.3310360176496869
SELENBP1,0.183415559560469,0.5456726561913614,0.2709117842481696
ARPC1A,0.1833232633937872,0.4704475296569693,0.3462292069492435
MCM7,0.18327222691679323,0.5100398134877069,0.3066879595954998
