"","donor","tissue","age_mid","Residuals"
"JCHAIN",0.0542796115692442,0.394489042491622,0.00230417019314643,0.548927175745987
"KCNC4",0.0284529754337242,0.743978335815303,0.000148856593771581,0.227419832157201
"UBP1",0.0007397136539687,0.83984034881716,2.28401277481746e-05,0.159397097401124
"OXER1",0.0134958232035515,0.692596364628092,0.00154068407419141,0.292367128094165
"RP4-612B15.3",0.0192960159326477,0.552246794442336,0.00445115916668756,0.424006030458329
"CCSAP",0.0229606500957216,0.767760783455883,0.00128824061745336,0.207990325830942
"HESX1",0.0490455039301506,0.718622089521413,0.0124776382023746,0.219854768346062
"RP11-434H6.7",0.0945137978679031,0.249920067316202,0.00150018473070979,0.654065950085185
"RAB17",0.00452710682369486,0.924912469028422,0.00319113839871292,0.0673692857491704
"CDCA7",0.0343299883836969,0.692857754515356,0.0053043845619306,0.267507872539016
"DNAJC11",0.00960431087274908,0.819038108457026,0.00014747182542239,0.171210108844803
"PEA15",0.00569718969001161,0.87995518285915,0.00126642055527882,0.11308120689556
"USP24",0.0149232305905153,0.73771727190093,2.20183944297783e-05,0.247337479114125
"PSMB9",0.0520736026815094,0.777960925960393,0.0015021751635184,0.168463296194579
"SDF4",0.00585460809702674,0.725435368729363,0.000963902551628812,0.267746120621981
"ZYG11B",0.0136972341671055,0.838519657277393,0.000707211502708688,0.147075897052793
"C1orf204",0.0712524818195885,0.712043752644146,0.00767655764037949,0.209027207895886
"RMDN2",0.0444941024501217,0.697468184489206,0.000449476118125938,0.257588236942547
"ARL10",0.081578750773709,0.695527387020774,0.00176301106435228,0.221130851141165
"GLYCTK",0.047229429290519,0.647136456531004,0.0101904414810237,0.295443672697453
"GTF2E1",0.0525528077440105,0.446705129287865,0.0115968723293729,0.489145190638752
"KDM5B",0.0119987716089843,0.815767083768881,5.06816702045377e-05,0.17218346295193
"CHSY3",0.0134116492317906,0.901714624042229,0.000186865534576756,0.0846868611914033
"RAB33B",0.00820270779007705,0.563622046554127,0.000607266853561892,0.427567978802234
"NOA1",0.0184890920968326,0.596117795488419,0.00374126159558263,0.381651850819166
"COPS8",0.00135877268147154,0.869112129024328,0.000330818261174683,0.129198280033026
"PPP1R2",0.0220786381620799,0.438525529979719,0.000235267449752474,0.539160564408449
"MAP3K2",0.0205655111699219,0.317689831906664,0.000941293634911961,0.660803363288502
"RASGRP3",0.0762062204814497,0.679256895617353,0.00291603731197791,0.24162084658922
"BLOC1S4",0.0274719764686077,0.556086001164052,0.00410094687228657,0.412341075495054
"S100A16",0.00562374650157611,0.944549434069395,0.00076809931203002,0.0490587201169991
"RP11-296O14.3",0,0.337757655291712,0.000497772315154255,0.661744572393134
"BRD2",0,0.691682552866894,9.25344712565955e-05,0.308224912661849
"AC116366.6",0.070203020545966,0.528627901736527,0.00892203082535818,0.392247046892149
"B3GALNT2",0.0217703727581928,0.858156422640029,0.0012578296547939,0.118815374946984
"HPCAL1",0.0166679029040181,0.732799293888235,0.00145923909540495,0.249073564112342
"AADAT",0.0242721998404723,0.888997438441149,0.00448721981019317,0.082243141908186
"GRAMD1C",0.000886235336975856,0.850456957644496,0.00112186649461575,0.147534940523913
"HADHA",0.0277345953332525,0.705012287275529,0.00642070517557659,0.260832412215642
"ANKRD34A",0.0155501662657026,0.578854836183055,0.000365789248142839,0.405229208303099
"C6orf52",0.055385141484112,0.589726203676055,0.00070599248911588,0.354182662350717
"COX7C",0.0116816777350263,0.854924449462494,0.00032998519142323,0.133063887611056
"RP11-568K15.1",0.0337793964116694,0.86308021318789,0.00170824111328947,0.101432149287151
"RP11-389C8.2",0.0619939734941359,0.665110685890957,0.00449605068653696,0.26839928992837
"ELF3-AS1",0.019315330553785,0.758741430804871,0.000256188403813165,0.221687050237531
"PCYOX1L",0.0766683867898948,0.716276911991887,0.00519322855506376,0.201861472663154
"IQCB1",0.0230084663980456,0.717848825214974,0.000508144062864823,0.258634564324116
"CD53",0.0173934552461047,0.88813089400317,0.000525441775706956,0.0939502089750188
"LMBRD2",0.0160725549744839,0.725311038906433,0.000723468277852782,0.25789293784123
"RP11-285F7.2",0.0423158045869732,0.67784732815701,0.00857124238747995,0.271265624868537
"TRIM38",0.00768897196413437,0.625848412766722,0.00113401869394851,0.365328596575195
"SHC1",0.0470489629679844,0.759529111092047,0.000836813034929398,0.192585112905039
"SLC25A4",0.00071368272192765,0.954235075056175,6.98059141630242e-05,0.0449814363077346
"NUDT16P1",0.041168646733458,0.705097881593497,0.00871957144503907,0.245013900228006
"SLC11A1",0.0709694222708837,0.830315442910245,0.000113480348390465,0.0986016544704804
"ADRA2B",0.0293741203258322,0.613555985567544,0.00764321589466338,0.34942667821196
"NMNAT2",0.013519617352932,0.739956956395003,8.54736179980526e-05,0.246437952634066
"RPS15AP10",0.0569611699406295,0.535633689751976,0.00520151267294507,0.402203627634449
"SH3YL1",0.0186353000602485,0.878157802844913,0.00200534874898334,0.101201548345855
"NMNAT3",0.0352080598767894,0.855869212372124,0.000611475484076865,0.10831125226701
"KIF17",0.0209752942471398,0.841567373720942,0.00106605274248122,0.136391279289437
"TMEM125",0,0.975694887643824,3.89963369944693e-06,0.0243012127224767
"ASTE1",0.0423853241128107,0.661947293836003,0.00796476853002854,0.287702613521158
"C1orf174",0.0256438232504366,0.66314567622864,1.44410001530851e-06,0.311209056420908
"CMSS1",0.0216581840452846,0.709244712819024,0.000452856417518677,0.268644246718173
"HOXD4",0.0135776699763419,0.827243256631558,0.000247748327192311,0.158931325064908
"RPL10P6",0.772230463190661,0.0825768014190936,0.00202659729272465,0.143166138097521
"S100A3",0.0143662972894794,0.68412075252448,0.00054990297574861,0.300963047210293
"SPCS2P4",0.257099557727942,0.202278900455297,0.00266393823011391,0.537957603586646
"HSD17B7",0.0330312152121187,0.791045172348751,0.0018406511614208,0.174082961277709
"RAPGEF6",0.022980933335034,0.484546999996651,0.00140595659707109,0.491066110071244
"PLXNA1",0.0171718703480111,0.887309270849787,0.000591017993374908,0.0949278408088272
"PPIH",0.0297026900140724,0.729476460009146,0.00602089905528009,0.234799950921502
"DFFA",0.0259325806106852,0.798515506687391,0.000702466954066229,0.174849445747858
"LINC01140",0.0324119244701882,0.823478863779476,0.00189708603807401,0.142212125712262
"LNP1",0.017636427650029,0.855400233938449,0.00160860254941088,0.125354735862111
"RP11-386I14.4",0.119028108631624,0.522554796006943,0.0256916534126812,0.332725441948751
"EFCC1",0.0126392569235338,0.83954401897432,0.00215319651111912,0.145663527591027
"ADH5",0.0147711336740977,0.883231795173815,0.00172129386250158,0.100275777289586
"AMOTL2",0.00875893119770345,0.938159746652635,2.50440400063582e-05,0.0530562781096548
"MTCO2P12",0.326538945296765,0.29720067665993,0.000185405341943011,0.376074972701363
"DCLRE1B",0.0151708424101683,0.775454879362686,0.000464105178376737,0.208910173048769
"UTP15",0.0292040816999924,0.821560323227422,0.000122876878650086,0.149112718193936
"TTC37",0.0116794563563789,0.837310761289977,7.32008152217613e-05,0.150936581538422
"SERINC5",0.00946265976998131,0.837307087935517,0.000157345562819846,0.153072906731682
"BTF3",0.00585201010162232,0.764890736368314,2.15492475984835e-05,0.229235704282466
"PCYOX1",0.0248950019195356,0.887883770772415,1.0078947775827e-06,0.0872202194132722
"LRRN1",0.0308838680941292,0.362429725656789,0.000710380375111973,0.60597602587397
"NEK11",0.045560599439238,0.851785742186675,0.00210405152138326,0.100549606852703
"F3",0.012288746151867,0.909135226374291,0.000631002502669929,0.0779450249711723
"DUSP19",0.0538241945559851,0.805228154586125,0.000130262545050333,0.14081738831284
"SLC22A4",0.00999576143264508,0.663714196040895,0.00254554225133777,0.323744500275122
"RP11-226L15.5",0.016136401667275,0.819369009744785,0.000132701768775285,0.164361886819165
"ZC3H15",0.0027249353454845,0.757401297509251,5.13529060542583e-05,0.23982241423921
"LXN",0.0138946138886498,0.757004424492613,0.000385830412157694,0.22871513120658
"EHBP1",0.00795041777096552,0.907594758763561,2.14381037945791e-05,0.0844333853616791
"LINC00888",0.031833311301849,0.744226152455881,0.000163225532118053,0.223777310710152
"MIIP",0.0371396449006362,0.568745358843518,2.22876358101323e-06,0.394112767492264
"RP11-307C12.12",0.0547455625884031,0.626497847823077,8.35313362206252e-05,0.3186730582523
"DNAJB14",0.00514921499915683,0.749763142353968,7.21538921872236e-05,0.245015488754688
"CYP4X1",0.00949693805262722,0.888806997492126,0.00268430631576718,0.0990117581394795
"CCDC30",0.0188728074317816,0.874111399491629,0.000334637366522274,0.106681155710067
"C4orf48",0.0416160900081266,0.646309118215952,0.00300068304603464,0.309074108729887
"C1orf131",0.0195232962714687,0.719923233044624,0.00235339062687689,0.25820008005703
"MFAP3",0.0333773237210625,0.619769180850794,0.00318502632203973,0.343668469106104
"RP11-422P24.12",0.029085009978369,0.502442263219856,0.00146191758094677,0.467010809220828
"ZCCHC11",0.0133106035837508,0.646300963593458,0.000573783847464031,0.339814648975327
"MIR4458HG",0.038903070838598,0.865099813553087,0.0014362373239853,0.0945608782843302
"PARM1",0.00253230660938027,0.942419165146174,2.45136801245666e-05,0.0550240145643209
"RP11-348P10.2",0.0677581624427456,0.750730330049407,0.000699807028355829,0.180811700479491
"ACVR2A",0.0103331724535857,0.900998522359558,0.00102407170719474,0.0876442334796614
"XXbac-BPG283O16.9",0.0793369065148153,0.766662842933265,0.00029586604007194,0.153704384511848
"MSX2",0.00576815314929751,0.797301068633794,0.000484143313726184,0.196446634903182
"INPP5D",0.013833925472999,0.841248239225986,0.00107702322255224,0.143840812078462
"TAF12",0.0350452973226741,0.209652582182302,0.00789503965497716,0.747407080840046
"GBP2",0.0339764296993663,0.618205927216795,9.42135655232463e-06,0.347808221727286
"SEMA3F-AS1",0.0668246678547037,0.674717975998822,0.00444445438952554,0.254012901756949
"FAM228B",0.0151425458809514,0.803388314186137,0.000234459412868762,0.181234680520043
"IFNLR1",0.000815138433764044,0.89384360379595,0.000241183447227364,0.105100074323058
"MXRA8",0.0104776324751019,0.926469940586161,0.0020359400360322,0.061016486902705
"ARID5A",0.0596634397707686,0.625950738519333,0.00756316001911882,0.306822661690779
"TFAP2E",0.0240211265665217,0.832720393516731,0.00406903424133947,0.139189445675408
"PJA2",0.000660649024416274,0.694083532528998,1.36761536031971e-05,0.305242142292983
"YTHDC2",0.00974368618794366,0.814073287446992,0.00123567909626934,0.174947347268794
"CLINT1",0.00297185845066167,0.661104603959709,0.000137628672626959,0.335785908917002
"CMTM8",0.00630006746482712,0.84832157950636,6.17887591304367e-06,0.1453721741529
"SMAP2",0.030700701139735,0.79171408869083,0.00149126603332063,0.176093944136115
"RP1-151F17.1",0.087020157476647,0.659780618297622,0.0112083365642938,0.241990887661437
"TNNI3K",0.136333765804229,0.66305074067794,0.0221005117809633,0.178514981736868
"RYBP",0.0276675618412378,0.665740773028035,0.00142415187170425,0.305167513259023
"YOD1",0.0147301508987213,0.655303249363039,0.000220402790072839,0.329746196948166
"LBH",0.0144006124569123,0.785178147515304,0.00424803176104394,0.19617320826674
"ACP1",0.000816130674293654,0.791342275377815,0.00122318101575003,0.206618412932142
"RP11-430C7.5",0.0373194194470975,0.634094754588706,0.00196968669978637,0.32661613926441
"S100A11",0.00651359452954309,0.871507227123962,0.000123305388327505,0.121855872958167
"AC019181.3",0.0306672448936369,0.696054817793868,0.00409443482782645,0.269183502484669
"KCNS3",0.0383320150286995,0.7869271326503,0.00122388680593719,0.173516965515064
"CXCL14",0.0312782833461692,0.857268574866112,0.00220043290685719,0.109252708880861
"WASH2P",0.127170682690633,0.600784288101617,6.08282255560071e-05,0.271984200982193
"BROX",0.0636752132766794,0.440519824832484,0.0046174682783141,0.491187493612522
"FAM171B",0.0300016021469857,0.81909917983908,0.00203006247850872,0.148869155535426
"ARPC5",0,0.860418840999174,0.000362404030954348,0.139218754969872
"AC016738.4",0.0590496158259241,0.689200444680914,0.000504418330521252,0.25124552116264
"ALPL",0.0341975911256289,0.814606315420023,0.00118361739651,0.150012476057838
"FAP",0.0461877339060383,0.730335307567217,0.00617934244822868,0.217297616078516
"TMF1",0.0143407587612074,0.605818072588692,3.20680547527395e-05,0.379809100595348
"GMDS",0.0186498401152704,0.855671655162388,6.9131453094579e-06,0.125671591577032
"C2orf74",0.107895640599049,0.801534365797071,0.00114370770765012,0.0894262858962303
"PDCD6IP",0.0106255079060322,0.717762298486059,0.00105519417249771,0.270556999435411
"RGS1",0.0435728748623719,0.526722180521527,0.0223443895710064,0.407360555045095
"SLC25A34",0.0263038993585995,0.727780528395338,0.00173678474556963,0.244178787500493
"HIST1H1C",0.110217446883504,0.351612387942013,0.000863957223573657,0.53730620795091
"RP11-723O4.7",0.0106766429602136,0.544785481279661,0.000228090256585312,0.44430978550354
"FNBP1L",0.00949566789909047,0.90820516203917,0.000147017790113043,0.0821521522716263
"PPP1R3G",0.0129808708064634,0.843755245122482,0.004292454442883,0.138971429628171
"RP11-477N3.1",0.0941904232144832,0.646618685246433,2.01447875087354e-05,0.259170746751576
"GJA5",0.0215083017039527,0.869509268876721,0.00135104571213538,0.107631383707191
"PFN1P2",0.0415076068686605,0.672490459828051,0.00160271892299895,0.284399214380289
"TRIM59",0.0110730867998821,0.664191138590606,7.15515677949775e-05,0.324664223041717
"C4orf47",0.0219301376748913,0.862922854541898,0.00547252348004325,0.109674484303167
"DDOST",0.00285773612037393,0.682935008836523,5.14090883156923e-05,0.314155845954788
"IKZF2",0.0148460522630421,0.727263927114918,0.00098503740351644,0.256904983218524
"MAPK10",0.0131692913218112,0.913333684530552,1.43288426662324e-05,0.0734826953049701
"TCF7",0.0160448056933158,0.78031758474982,3.4361800048642e-05,0.203603247756815
"PASK",0.0136672273365076,0.78050769746579,0.00473428311790447,0.201090792079798
"CHI3L2",0.11056166426638,0.361009728834411,0.000469254593202484,0.527959352306006
"SPAST",0.0627919281654967,0.203016004456438,0.00915875869690364,0.725033308681161
"EEF1A1P19",0.0900756328926735,0.597299604938273,0.00154237387358696,0.311082388295466
"ALCAM",0,0.860928087901613,6.9943471813727e-05,0.139001968626573
"RP11-343H5.4",0.933611217062011,0.017359089264029,0.00198892336542326,0.0470407703085363
"VPS45",0.0201654677592621,0.850999685049509,2.79157502771421e-05,0.128806931440952
"ACKR3",0.0125657133517467,0.860854145454359,0.000791414332614033,0.12578872686128
"MYO10",0.00933735762606458,0.890723360670654,0.000276470349277856,0.0996628113540032
"TLR9",0.058604613320888,0.479712350523253,0.00591498598472447,0.455768050171135
"ACADL",0.00710640285133789,0.900905470615077,0.000107352098244809,0.09188077443534
"CASP3",0.0156601278757993,0.299960527573337,0.00301641882184554,0.681362925729018
"UNC5C",0.00214948147876838,0.945927111136762,7.80086766210724e-09,0.0519233995836015
"KIAA0922",0.033885008743086,0.544565964547556,0.000680067537037013,0.420868959172321
"TRIP13",0.0652229041386047,0.526131335240822,0.00559157312728267,0.403054187493291
"P3H2",0.00373678859451435,0.871293273656544,0.000121696652001188,0.12484824109694
"H1FX-AS1",0.0204994065492363,0.863819058551939,2.74583133592962e-07,0.115681260315691
"WDR46",0.0142443564721658,0.646846780000506,5.85054961501324e-06,0.338903012977714
"NUDT9",0.0153419400023693,0.891353806750166,5.34659697298714e-05,0.0932507872777345
"PDE4D",0.0104489020349931,0.725620204062672,0.0011163429845084,0.262814550917827
"TOR3A",0.0339203212235388,0.435273822284384,0.000252868851749527,0.530552987640328
"EHD3",0.0346490534788487,0.708893930463443,0.00306411059386499,0.253392905463844
"ADPRH",0.027835768978537,0.679797707677777,0.00103670883641788,0.291329814507268
"RP11-641D5.1",0.154164211257295,0.360569935280529,0.00129661192059628,0.483969241541579
"SPEG",0.00158180731164809,0.90423483667598,0.00087754664689276,0.0933058093654791
"YTHDF2",0.0148227171151141,0.679486727954841,0.0031065156688308,0.302584039261214
"FNDC5",0.0260696969034884,0.865283117066964,0.0020694800207344,0.106577706008813
"POC1A",0.0907827818372153,0.389447373444065,0.0010029152307975,0.518766929487922
"ACKR4",0.116762436198651,0.625428649001855,0.00461076950264752,0.253198145296846
"TRNT1",0.0223195250283325,0.777487006900179,0.000586723610717393,0.199606744460771
"PFDN1",0.0205398818627772,0.783195111113017,0.000702512995882663,0.195562494028323
"RP11-408P14.1",0.121518815262643,0.452378834702511,0.000884565261860164,0.425217784772986
"TPRKB",0.00101386962515389,0.844430929300504,0.000708371130833684,0.153846829943509
"SLC35E2B",0.210961586931353,0.441872985983793,0.000347849631313389,0.346817577453541
"NFYC",0.0430058444962424,0.31569869688603,0.00752394836814382,0.633771510249584
"CRBN",0.00376238896344715,0.622106689116881,0.000556002519923375,0.373574919399749
"MRPL9",0,0.767965883438694,0.000516182313327982,0.231517934247978
"CD14",0.0424204356355642,0.775967418815525,0.000203524022704417,0.181408621526206
"AC007038.7",0.022560234922266,0.75045184240238,0.00595816612273527,0.221029756552618
"FNDC4",0.0475989180825414,0.799763361173823,1.71450803873983e-06,0.152636006235597
"ALG14",0.0343288207398193,0.832746033514473,0.000100632822667562,0.13282451292304
"HBEGF",0.147632687610843,0.345883094219301,0.0334375728819923,0.473046645287864
"GOLGA4",0.00851828703866415,0.885875009888993,0.00115867017875454,0.104448032893588
"HNRNPCP2",0.125373308262107,0.216235106340771,0.00259557131878581,0.655796014078335
"GSTM3",0.0732932060729952,0.843319057759647,0.00068136099821966,0.0827063751691386
"BTBD19",0.00392637207196848,0.757916441729506,0.000913560878500401,0.237243625320025
"MKNK1",0.00552205513707333,0.547788238257788,0.00182507466491181,0.444864631940227
"FAM198A",0.0225136570093181,0.776959732338943,0.000603614341663277,0.199922996310075
"UBE2J2",0.0553451006979907,0.481099708036386,0.0173572997717498,0.446197891493874
"NBPF14",0.0329555709250205,0.677527361857314,6.93017411865187e-05,0.289447765476479
"POLR1B",0.0616647373606711,0.689613986100131,0.00394527867929895,0.244775997859899
"TACR1",0.0280341192157806,0.79954160729156,0.002245020442627,0.170179253050033
"MCTP1",0.0256438885604709,0.647327751899549,7.71831958213977e-06,0.327020641220398
"HLA-DPA1",0.105460549207027,0.613577972217603,0.018823905683317,0.262137572892053
"EFNA3",0.00124705301850182,0.96673010119194,1.27532602956394e-05,0.0320100925292628
"ZNF620",0.0183811724082643,0.793296611454577,0.0014241168724016,0.186898099264757
"RP11-403I13.8",0.0446472706241566,0.766291051540918,4.87321264012509e-07,0.189061190513661
"RPL5P4",0.0146263600106536,0.778931680445874,2.16501023500135e-07,0.206441743042449
"ATAT1",0.0207396388621814,0.839011283796758,0.00438847206092342,0.135860605280137
"RP5-864K19.4",0.0206212577529011,0.587422576318179,0.00233088003713943,0.38962528589178
"HIST1H2BC",0.0207061016039953,0.703771129134921,0.000115107024346168,0.275407662236737
"MRPL44",0.027406659673644,0.459281083620634,0.0156688684888251,0.497643388216897
"TRIO",0.00603579075880115,0.875382793983913,0.000317388193073508,0.118264027064212
"VANGL1",0.0180337639627482,0.904368301953429,4.61119622185316e-05,0.0775518221216042
"PIGZ",0.0635185651110646,0.803064497325733,0.0053189101237998,0.128098027439403
"PAIP2B",0.010947729767048,0.806503981669554,0.00015932405609221,0.182388964507305
"PACRGL",0.0059432521122626,0.910809789988481,0.00101476002395165,0.0822321978753042
"C4A",0.0575904660770271,0.798241799069956,0.000266111248216511,0.1439016236048
"AC009950.2",0.0205007212612678,0.454145702094252,0.0011902541964121,0.524163322448068
"AC010883.5",0.0259320480432911,0.55015238574338,0.000105328081081135,0.423810238132247
"FEM1C",0.0423581985654687,0.2322571992311,0.00188203850678614,0.723502563696645
"ZNF512",0.00899585546249638,0.838868314574879,2.69641324905043e-05,0.152108865830134
"PTMAP2",0.0929579919515693,0.611340025604916,0.00150711895948395,0.294194863484031
"MAP4K3",0.00415007123659001,0.934471641803361,9.06437785813041e-05,0.0612876431814674
"ANXA4",0.0123483040308161,0.866189383512554,5.63025174029083e-06,0.121456682204889
"RP11-372K14.2",0.25758802279083,0.332439166457018,0.00968121516440326,0.400291595587748
"RP11-499E18.1",0.0581781955855268,0.543437797474517,0.0012471373004252,0.39713686963953
"ARL6",0.017590440465885,0.886544750501207,0.000390980860821427,0.0954738281720865
"MORN1",0.022094512227304,0.896588076798421,0.00153227476178857,0.0797851362124867
"MTATP6P1",0.311492342561082,0.563582903582085,0.000811297742483932,0.124113456114349
"FBXL5",0.0312243972960211,0.410713378647662,0.00869714676519068,0.549365077291126
"RP11-1252D15.1",0.0450558719271836,0.43374270969737,0.00104656290479037,0.520154855470655
"RRP9",0.0425561781497782,0.627575883862494,0.000607420500236703,0.329260517487491
"SLC25A24",0.0300048463867686,0.70232742999435,0.00283142076077234,0.264836302858109
"NADK",0.055008145871997,0.745281098095439,0.00850326507829711,0.191207490954267
"XPR1",0.0309237125775544,0.667933991007988,0.000889194274418855,0.300253102140039
"PPCS",0.00629170155107182,0.697070738735439,0.00408163159378373,0.292555928119706
"INTS11",0.024906608519782,0.710123808206397,0.00138437573462537,0.263585207539196
"ZSCAN12",0.0156369118904787,0.853598391590854,0.00206533587686816,0.128699360641799
"GSTM2",0.104193351949512,0.700355994539329,0.01516278641262,0.180287867098538
"H1FX",0.0963540227653557,0.418876411292557,0.00541627385465122,0.479353292087437
"MAML3",0.00604741662773097,0.761864247650107,0.00112021733168575,0.230968118390476
"FOXJ3",0.00277822223993085,0.743186680438009,0.000767239535417163,0.253267857786643
"HMGCS1",0.0108545450197145,0.830345856052566,8.23780256250269e-08,0.158799516549694
"ING5",0.0184646324472833,0.833661773433432,0.00014939677064993,0.147724197348635
"GTF2IP20",0.0469713791823801,0.759969541164442,0.000418966862668124,0.19264011279051
"HLA-U",0.324235204737838,0.30342989250686,0.00210439982091087,0.370230502934392
"PDZD2",0.0058153593504647,0.889342544896709,0.000520381450802497,0.104321714302024
"RPL24",0.0111666571385119,0.79169284192482,0.000466623397752063,0.196673877538916
"RNF44",0.00119733062967198,0.772512747333673,7.70916162377721e-05,0.226212830420417
"PRKD3",0.00938069696452719,0.73927583201565,0.000475428396462452,0.250868042623361
"ACAA1",0.000767592637634841,0.649980442082979,0.00252962537736648,0.34672233990202
"FBXW11",0.00374108991642272,0.829042506812458,0.00020052914064689,0.167015874130472
"RP11-517B11.7",0.0321792005139947,0.734849548911582,2.82528887086818e-05,0.232942997685714
"ARMC8",0.0496606012686951,0.613503304710906,0.00411546739278458,0.332720626627614
"LINC01881",0.056425673861674,0.684573296705446,1.53690606516415e-06,0.258999492526815
"FHDC1",0.00425315176329004,0.89916740219138,7.546887539253e-06,0.0965718991577903
"PDIK1L",0.0138017285796594,0.785880551142334,0.00143966509371476,0.198878055184292
"CD47",0.0132973365924367,0.762408433622251,0.00211752829267885,0.222176701492633
"MBD5",0.0343515235210501,0.76775261043391,0.000315778277819327,0.197580087767221
"RP11-245J9.6",0.0758150176008814,0.134375883623223,0.00201134749413867,0.787797751281757
"FYCO1",0.0133952020530839,0.880397910432214,0.00039804188697713,0.105808845627725
"SDHC",0.0241013927303421,0.606639802055005,0.00626360166575574,0.362995203548897
"PCDHGA3",0.0322604526839904,0.740040702058285,0.00151036305412766,0.226188482203597
"RICTOR",0.0372092042377459,0.376086555800595,0.00255698724751911,0.58414725271414
"TTLL7",0.0126387209454631,0.885298423930113,0.000189922199391589,0.101872932925033
"GCLM",0.0671482030049072,0.540210538442757,0.00684108173384612,0.38580017681849
"CTD-2081C10.7",0.0663604398143417,0.615427648330672,0.00257883887818335,0.315633072976803
"GALNT2",0.0804878503447825,0.438631510122106,0.0095667843072639,0.471313855225847
"GLUL",0.284322259999979,0.143200439474171,0.00926950246439908,0.563207798061451
"EFEMP1",0.0069194853666767,0.933030469357814,0.00145893193583425,0.0585911133396756
"PLEK",0.0159063292250847,0.877932722884128,7.21146840867285e-05,0.106088833206701
"RPL37A",0.016511839106415,0.697209579654118,0.000238441007563868,0.286040140231903
"HIBCH",0.0648650036495282,0.755280867486626,4.58874603573012e-05,0.179808241403488
"ZNF354B",0.011687763017512,0.872027241688484,0.00112311489628656,0.115161880397717
"YARS",0.0613202006007908,0.303431268384882,0.0020345362256206,0.633213994788707
"ETV5",0.00666701283363404,0.779763179852431,0.000403627863170743,0.213166179450765
"RP11-190A12.8",0.14335244645167,0.703048673329793,0.00922693691692675,0.14437194330161
"HAPLN2",0.0873998301346848,0.602408441807784,0.00141631523901654,0.308775412818515
"DMGDH",0.033092734979747,0.816389761931451,0.000659298885732016,0.14985820420307
"CRTAP",0.0121821544164143,0.856722039697421,0.000125098444107055,0.130970707442058
"RP11-572O17.1",0.0300565634964218,0.664971140962888,0.00155628384907605,0.303416011691614
"NCL",0.00591542410281089,0.755895485187182,2.65126017407801e-05,0.238162578108267
"SUCLG2",0.0148977679838847,0.837693933362692,0.000172898550588451,0.147235400102835
"DNTTIP2",0.0430859991919542,0.505359334228024,0.00516756624146977,0.446387100338552
"WIPF1",0.00636706781955331,0.879997291279111,9.34266343155447e-05,0.11354221426702
"TRIB2",0.00915935832109313,0.790977141471297,0.00117797650592373,0.198685523701686
"KIF5C",0.0642718078600197,0.468651800824375,6.82236914699033e-05,0.467008167624136
"PDHB",0.0162070124405124,0.771244979831824,0.0020896159447838,0.21045839178288
"EPM2AIP1",0.00481730633099523,0.783453073872896,0.00135980015205202,0.210369819644056
"GPR17",0.0999590111505198,0.745863332586098,0.000180420486646807,0.153997235776735
"EPAS1",0.0042565885940192,0.951712745844384,0.000417470297146511,0.0436131952644506
"AC097724.3",0.0160591096002354,0.693917845683122,0.00149428831556101,0.288528756401082
"THOC3",0.0904106868388827,0.758401789831273,0.00140090715398302,0.149786616175861
"STX12",0.0191668809068082,0.80406579508069,1.68219019946056e-06,0.176765641822302
"STEAP3",0.099670170486691,0.509878989114,0.00194841749225088,0.388502422907058
"NR2C2",0.00489959145933153,0.708609752054975,2.54779988461613e-05,0.286465178486847
"ZNF366",0.0416018525787188,0.731875175415705,0.00179847162363233,0.224724500381944
"HHIP-AS1",0.05711368343236,0.622794986319512,0.00189320606182556,0.318198124186303
"SNX4",0.00462234903335851,0.839994917465413,0.000387893454855264,0.154994840046374
"FBXO6",0.071210862138893,0.35844695517574,0.000499011781180809,0.569843170904186
"AC025171.1",0.0711966974970544,0.417857035799218,0.00178190627286743,0.50916436043086
"ASH1L",0.00990233688122531,0.78609845244874,0.000456030448859722,0.203543180221176
"MARCH1",0.0209949506615963,0.501073905272292,0.000249983729144314,0.477681160336967
"C6orf1",0.000681980821116961,0.640285318123251,9.59716047589068e-05,0.358936729450873
"LYST",0.0203111815107983,0.707373819056451,0.000410462525221394,0.27190453690753
"GPRIN3",0.0342905233191116,0.502874637875613,0.00746801929038055,0.455366819514895
"PPWD1",0.0034617440859902,0.734631234256465,0.000624098654895205,0.261282923002649
"NME6",0.0935509101696869,0.398617284769538,0.0211752541548996,0.486656550905875
"ABCG2",0.0249481506650286,0.784914228583128,0.00414218576357871,0.185995434988265
"RALB",0.00655050842247748,0.613589872280424,0.00326441570138874,0.37659520359571
"RBM27",0.00383401632093398,0.729595488023327,2.60544637057478e-05,0.266544441192033
"STAT4",0.0690157331976439,0.670827074120125,0.0107078013524119,0.249449391329819
"CAND2",0.0063077694321889,0.932968894536932,3.78401660417989e-05,0.060685495864837
"REV1",0.0135919196186483,0.837719431381483,0.00142598812642029,0.147262660873448
"GFPT1",0.00808575646648434,0.866707609510864,8.26208613258529e-05,0.125124013161326
"METTL14",0.00837112007521357,0.822921337861322,0.000212820529600096,0.168494721533864
"LBR",0.0088928317254675,0.673755207039333,0.0045789805493691,0.31277298068583
"CCDC28B",0.0600297119662791,0.813278552375399,0.00456542264927612,0.122126313009046
"GCA",0,0.839661049361426,0.000805956488267264,0.159532994150306
"RNF5",0.019792386958773,0.678983049526422,0.000223252046608971,0.301001311468197
"ARHGEF19",0.0148873666698998,0.89202840323109,6.7529817084729e-05,0.0930167002819252
