tissue,category,label,tf,target,n_all,rho_all,p_all,tf_mean_log2tpm,tgt_mean_log2tpm,rho_20-29,p_20-29,n_20-29,rho_30-39,p_30-39,n_30-39,rho_40-49,p_40-49,n_40-49,rho_50-59,p_50-59,n_50-59,rho_60-69,p_60-69,n_60-69,rho_70-79,p_70-79,n_70-79,rho_male,p_male,n_male,rho_female,p_female,n_female
Colon - Transverse,production,PPARG→ADIPOQ,PPARG,ADIPOQ,402,0.15569653268464453,0.001741525232527462,4.326176599780125,1.7767486603356046,0.17787456445993033,0.26586663176357866,41.0,-0.18828245451742212,0.21017178075641454,46.0,0.04295935931244467,0.7143954884600983,75.0,0.06144304567477476,0.4773316535551193,136,0.21295764473389972,0.03932423371791422,94,,,,0.1704088547071761,0.006170064747089122,257.0,0.12830757603193224,0.1240437652858889,145.0
Colon - Transverse,production,RUNX2→SPP1,RUNX2,SPP1,402,0.26350310104672264,8.238744259367463e-08,2.249785179967311,4.148544928624262,0.14512195121951224,0.3653051709321198,41.0,0.15757015109466543,0.2956383421576798,46.0,0.31994310099573253,0.005138723903822404,75.0,0.25058173720881766,0.0032569949620988603,136,0.20830910056524513,0.04392889361374344,94,,,,0.2558072004672982,3.3222774300181706e-05,257.0,0.2763824881403404,0.0007652288983739838,145.0
Colon - Transverse,production,FOXO1→PCK1,FOXO1,PCK1,402,-0.6009866466339407,7.850755303760069e-41,4.1926884152996005,4.9319580581168925,-0.3380085386116307,0.03066110845529151,41.0,-0.5337650323774282,0.00013341395530990337,46.0,-0.559030420406499,1.8600547820241199e-07,75.0,-0.5658273261231612,7.072629106724533e-13,136,-0.5044287427704002,2.1747390458758183e-07,94,,,,-0.6454600114744655,1.1091516549082003e-31,257.0,-0.5053584397728611,9.007583135567103e-11,145.0
Colon - Transverse,production,HNF4A→ALB,HNF4A,ALB,402,-0.06702449081545409,0.17986825579026425,3.9253048092747727,1.106084360356503,-0.12717770034843207,0.42814126334743463,41.0,-0.23391921060746224,0.11766467805415814,46.0,0.05651533794835653,0.6300888172326427,75.0,0.06266421925563564,0.4686045157509703,136,-0.24251071961549553,0.018520702131179685,94,,,,-0.11732458504609956,0.0603566718433456,257.0,0.02812360688359558,0.7370304080191263,145.0
Colon - Transverse,detection,RELA→ICAM1,RELA,ICAM1,402,0.6124429473354607,9.457831629227258e-43,5.772095929330854,4.0309651689742925,0.48275261324041824,0.0013899054395089879,41.0,0.7269195189639223,1.0630966425022786e-08,46.0,0.6417923186344238,5.476698876183889e-10,75.0,0.5527236989783725,3.019821377618592e-12,136,0.624720042786544,1.7076312276700757e-11,94,,,,0.6208695925734898,8.73008286755814e-29,257.0,0.5962228277719814,2.530195136718911e-15,145.0
Colon - Transverse,detection,RELA→IL6,RELA,IL6,402,0.7657029150832424,1.1290760122819704e-78,5.772095929330854,2.134051520738806,0.6135888501742162,1.9909647858185537e-05,41.0,0.8008017267961762,2.363835566541251e-11,46.0,0.7803896187225744,1.5380323116005047e-16,75.0,0.780831998512075,3.6881219830847745e-29,136,0.7550698984936605,1.4823258809202839e-18,94,,,,0.7790580061700199,1.2598094119405977e-53,257.0,0.7394755539984923,2.3725628004771388e-26,145.0
Colon - Transverse,detection,RELA→CCL2,RELA,CCL2,402,0.6904116254023946,3.279256292515499e-58,5.772095929330854,4.816508821587064,0.6088850174216028,2.3976253317954475e-05,41.0,0.8436016034535924,1.8435164155004526e-13,46.0,0.7262588904694167,1.659325729582891e-13,75.0,0.6896633978898857,1.6252174391393403e-20,136,0.560582306830907,4.209350061827596e-09,94,,,,0.6676013731808811,1.5847534246797147e-34,257.0,0.7352695151738213,6.306315303859557e-26,145.0
Colon - Transverse,detection,RELA→NFKBIA,RELA,NFKBIA,402,0.4832594011359509,6.470245072840218e-25,5.772095929330854,7.2745065653502055,0.465284434207402,0.0021744150117337904,41.0,0.395868023435091,0.0064642551991082944,46.0,0.47336040798073503,1.7944705227236065e-05,75.0,0.4722094669544735,6.483843825477176e-09,136,0.47999306431359057,9.811102064302914e-07,94,,,,0.4916613321297537,4.774298335254944e-17,257.0,0.46093777680286796,5.404337036012246e-09,145.0
Colon - Transverse,detection,NFKB1→TNF,NFKB1,TNF,402,0.11000490193050612,0.02742460092629355,4.546680054261317,0.9691633115944207,0.12404181184668991,0.43970956801659145,41.0,0.19901325932778288,0.1848611838900584,46.0,0.31839486768136527,0.005370749373995104,75.0,0.09517755145671845,0.27037013262850346,136,0.02515650568914497,0.809806193546759,94,,,,0.0810661061005142,0.19518696451084788,257.0,0.15522465613141867,0.06228083867444209,145.0
Colon - Transverse,detection,HIF1A→VEGFA,HIF1A,VEGFA,402,0.2453093244583734,6.377941922114308e-07,5.364912875849216,5.691941430912682,0.3923344947735192,0.011177118848074189,41.0,0.11538698735738515,0.44509902494124953,46.0,0.25592113688416956,0.026680261986355255,75.0,0.14737748559592667,0.08685970777740627,136,0.3565003792941516,0.00042065053073582454,94,,,,0.20729340108990008,0.0008277175534592086,257.0,0.308269448417761,0.0001618024237765482,145.0
Colon - Transverse,detection,HIF1A→SLC2A1,HIF1A,SLC2A1,402,0.304956129468424,4.24679611341485e-10,5.364912875849216,4.105155625153537,0.6340868510740502,8.543359129733641e-06,41.0,0.0389157852724418,0.797353896279786,46.0,0.35205587602332905,0.0019516271909781515,75.0,0.26212325418043375,0.002051121376627989,136,0.40760180472687546,4.551904663627061e-05,94,,,,0.2667869662846262,1.4582839306042335e-05,257.0,0.3752771504083196,3.303918945808208e-06,145.0
Colon - Transverse,detection,TP53→CDKN1A,TP53,CDKN1A,402,-0.01253920912840186,0.802094505074333,4.1789680144087,6.7096779192264995,-0.031184668989547044,0.8465273830462203,41.0,-0.16978630246439347,0.25929057373512027,46.0,0.021963484289870848,0.8516315140781978,75.0,-0.07078919842259951,0.41281782728045047,136,0.15987602365480522,0.12374697600085183,94,,,,0.024903173765713844,0.6911139903253773,257.0,-0.0910297780557415,0.276189591439714,145.0
Colon - Transverse,detection,TP53→MDM2,TP53,MDM2,402,0.15469373969217676,0.001866526584691075,4.1789680144087,3.099682569503784,0.2966898954703833,0.0596121596185374,41.0,0.36584538547721834,0.012407134483624937,46.0,0.36199918925429614,0.0014162096829992115,75.0,0.14981519096008097,0.08171114953125036,136,0.09404429481289708,0.36727265990618674,94,,,,0.15560115410428352,0.01250559000864203,257.0,0.166766389283251,0.04498287174451889,145.0
Colon - Transverse,detection,ATF4→DDIT3,ATF4,DDIT3,402,0.8011467497598064,3.2559991732421367e-91,8.661403827999361,5.359436908171545,0.8383275261324045,7.952161990367162e-12,41.0,0.8519888991674375,6.002510384093926e-14,46.0,0.8259091458896372,7.612231840828259e-20,75.0,0.7797580498047976,4.921188405915892e-29,136,0.6584185240039013,5.510458542259448e-13,94,,,,0.8008905112641292,1.0059767617643724e-58,257.0,0.7931793937212835,1.322658302997346e-32,145.0
Colon - Transverse,detection,XBP1→DNAJB1,XBP1,DNAJB1,402,-0.10280085621780075,0.03938003962228123,7.09080972007258,6.178374498044674,-0.20296167247386765,0.20312682718198438,41.0,-0.14264569842738203,0.34430525578675975,46.0,-0.08244724358134267,0.48191857854475884,75.0,-0.07122998810890534,0.40990700001823954,136,0.005628023075653798,0.9570657960304275,94,,,,-0.11608592421988316,0.06313860357309052,257.0,-0.09209234033495417,0.27059922901282385,145.0
Colon - Transverse,detection,HSF1→HSPA1A,HSF1,HSPA1A,402,0.754968313466861,2.631506019776678e-75,6.242095851186496,6.2670899783793965,0.8179442508710802,6.631454849729067e-11,41.0,0.8021584952204749,2.0645503470302562e-11,46.0,0.7268563300142247,1.5503956949081016e-13,75.0,0.7445559480844142,2.785197296989206e-25,136,0.5772805594827228,1.1243114736643714e-09,94,,,,0.7399388946928639,8.276777230598699e-46,257.0,0.7766764617328492,1.6870881992741327e-30,145.0
Colon - Transverse,detection,STAT1→IRF1,STAT1,IRF1,402,0.2855150288518822,5.592924694130264e-09,5.111326334488332,4.6731363173147935,0.39320557491289204,0.010982782809347556,41.0,0.17447884577405326,0.24615952936750135,46.0,0.41946244284448464,0.00017969936819065018,75.0,0.29759669860496196,0.0004338663117584172,136,0.18799330995068997,0.06960229027130772,94,,,,0.31171187061657435,3.389291353840935e-07,257.0,0.23797770810376023,0.003947114150054095,145.0
Colon - Transverse,detection,NFE2L2→NQO1,NFE2L2,NQO1,402,-0.3669053130314876,2.9567631146260414e-14,5.725549033625209,5.0150861158892885,-0.08083623693379793,0.6153714692843086,41.0,-0.471600370027752,0.0009381276655886318,46.0,-0.22195036949615074,0.05564487843438057,75.0,-0.41717097746165505,4.362940094432448e-07,136,-0.27898811179646604,0.006469424480171321,94,,,,-0.3271149903883648,8.011760839374298e-08,257.0,-0.42455518815934495,1.0261437177916992e-07,145.0
Colon - Transverse,detection,NFE2L2→HMOX1,NFE2L2,HMOX1,402,-0.07372451623116313,0.1400572906477757,5.725549033625209,4.840470088062002,0.07421602787456447,0.6446872867313036,41.0,0.12044403330249767,0.42526595925898236,46.0,0.06997204816711951,0.5508214483751888,75.0,-0.062335184003574726,0.4709473404346245,136,-0.10912913433612209,0.29509014283625623,94,,,,-0.058046714638061166,0.35402772917843084,257.0,-0.10007311862285372,0.23106531815557224,145.0
Colon - Transverse,housekeeping,ACTB↔GAPDH,ACTB,GAPDH,402,0.4788498337110957,1.9691199162556468e-24,12.129371745076346,9.907995530028842,0.1865853658536586,0.24277679595193177,41.0,0.43208239559227773,0.0027122087165182404,46.0,0.35436033493845376,0.0018134815389006804,75.0,0.5363492697708467,1.698905914884968e-11,136,0.5570751513720602,5.503534250188178e-09,94,,,,0.498976775391209,1.3833562564255992e-17,257.0,0.446783761549289,1.7700160382461595e-08,145.0
Colon - Transverse,housekeeping,RPL13A↔RPS18,RPL13A,RPS18,402,0.7962214319094498,2.5273143520554163e-89,11.21872119761225,11.269116921211356,0.5705574912891986,9.822904999672159e-05,41.0,0.7476024549485571,2.3796772841554287e-09,46.0,0.814858281063203,5.841055077214885e-19,75.0,0.7884903241201899,4.493522261733329e-30,136,0.8087347602328573,6.355530455045228e-23,94,,,,0.7905816681017847,3.0578432592508556e-56,257.0,0.8093307365997084,7.35235709145181e-35,145.0
Colon - Transverse,housekeeping,HPRT1↔TBP,HPRT1,TBP,402,0.2752823107202783,2.0118484726602674e-08,4.315191931392423,3.977601449287946,0.21333681800801602,0.18048770698731065,41.0,0.37769828543234246,0.009658739963421351,46.0,0.20337849865273977,0.08010669340630609,75.0,0.22405555172831196,0.008735857012155207,136,0.2772329088792585,0.006827336663618344,94,,,,0.34826134084308846,9.66978722988394e-09,257.0,0.1426409197106329,0.08698496500251629,145.0
Colon - Transverse,housekeeping,B2M↔PPIA,B2M,PPIA,402,0.3574072636530153,1.4776880603842958e-13,10.453331650786138,7.739438297736704,0.524458771242873,0.00043179076439753326,41.0,0.2762257169287696,0.06313608120698533,46.0,0.512251502555722,2.6286243082938444e-06,75.0,0.3158382492918318,0.00017994847931873174,136,0.26880450256037564,0.008800989408754449,94,,,,0.41652839803396047,3.3084767371873724e-12,257.0,0.26279118515112376,0.0014062973172542764,145.0
Colon - Transverse,hormone,ESR1→PGR,ESR1,PGR,402,0.7061268961285349,6.094107328770437e-62,0.5448924506185067,1.5335805818846273,0.6425087108013938,5.9269423388690855e-06,41.0,0.7782300339192105,1.951102846075786e-10,46.0,0.6369559032716927,8.080456259909295e-10,75.0,0.6809201384959503,7.477824631795095e-20,136,0.5940533257271616,2.76466853556803e-10,94,,,,0.7034474275212138,1.0881379822415163e-39,257.0,0.7063625932187712,3.2594185471336787e-23,145.0
Colon - Transverse,hormone,AR→KLK3,AR,KLK3,402,-0.6809619650705138,4.429399484401505e-56,1.2777371238639106,1.6643099999842952,-0.4503484320557492,0.003130938742506601,41.0,-0.6963305581251926,7.717124582678307e-08,46.0,-0.5815546341159477,4.4658015876722825e-08,75.0,-0.6877097650631294,2.2963904728427203e-20,136,-0.6183926782217788,3.10926437643661e-11,94,,,,-0.7043137615644026,7.985688225655886e-40,257.0,-0.6398409669198493,4.5802377528344174e-18,145.0
Colon - Transverse,hormone,AR→SMAD3,AR,SMAD3,402,0.4744069498679522,5.946213149071137e-24,1.2777371238639106,4.323247087535574,0.19547038327526134,0.22066157369531314,41.0,0.5985198889916744,1.1155823826071171e-05,46.0,0.36811334446604077,0.0011568343747637305,75.0,0.3736585109902095,7.438319421606723e-06,136,0.5019597077169483,2.545968489237333e-07,94,,,,0.4880874868646626,8.65141277418651e-17,257.0,0.44856739375933585,1.5287395570296232e-08,145.0
Colon - Sigmoid,production,SMAD3→COL1A1,SMAD3,COL1A1,364,0.307877069301933,1.9722220096846276e-09,4.521643312422784,8.670084437171182,0.3582887700534759,0.03746485601532746,34.0,0.5152642521063574,0.0009315101815862299,38.0,0.2251819598813936,0.10848798034969395,52.0,0.2496915653351758,0.00915816065276098,108,0.3513222405695372,7.777859080948384e-05,121,,,,0.2998510953764297,2.727860303618538e-06,236.0,0.3065802763497103,0.000432060953546369,128.0
Colon - Sigmoid,production,SMAD3→COL3A1,SMAD3,COL3A1,364,0.2482927520804387,1.6175036349952352e-06,4.521643312422784,8.977709937881638,0.11352177234530175,0.5226588298290431,34.0,0.43254185359448516,0.006684266008595979,38.0,0.2717124501696815,0.051349455227334105,52.0,0.3277926371453519,0.0005340325938504727,108,0.24482918047928337,0.0067999562022482965,121,,,,0.17686909781880802,0.006445778086003379,236.0,0.4037997139034132,2.2840023222410696e-06,128.0
Colon - Sigmoid,production,SMAD3→FN1,SMAD3,FN1,364,-0.04275493380953605,0.41605842931125514,4.521643312422784,9.134806846524333,0.012987012987012986,0.9418880016128985,34.0,0.03490535069482438,0.8351926756413766,38.0,-0.04661586733468849,0.7427916345174215,52.0,0.12045386341773037,0.21432733473781998,108,-0.08829148009453229,0.3355437944115651,121,,,,-0.05822710790601528,0.37319307041958505,236.0,-0.005369106393840604,0.9520369292809086,128.0
Colon - Sigmoid,production,SMAD3→SERPINE1,SMAD3,SERPINE1,364,0.20190247349210239,0.00010496267662874929,4.521643312422784,4.45145029779319,-0.015431627196333078,0.9309732374305432,34.0,0.19575445891235363,0.23886089588857995,38.0,0.49377814785745583,0.00019928592968509754,52.0,0.10931661042591162,0.26007614552018327,108,0.19357264308905975,0.03339006442296944,121,,,,0.18258851713229524,0.004896314174328555,236.0,0.22969098713950667,0.009103774726911965,128.0
Colon - Sigmoid,production,ESR1→COL1A1,ESR1,COL1A1,364,0.3872154641000995,1.8137337034919605e-14,0.6570471164739722,8.670084437171182,0.44232238349885405,0.008809697991669026,34.0,0.27606959185906554,0.09339774932499202,38.0,0.25954068129428837,0.06316063299904752,52.0,0.3940390647525746,2.4501372451174257e-05,108,0.5089097307634216,2.520254200165437e-09,121,,,,0.35472612799531744,2.0974642912407366e-08,236.0,0.45048097006597954,9.526686412875216e-08,128.0
Colon - Sigmoid,production,ESR1→ELN,ESR1,ELN,364,0.44735457894427627,2.593481340892302e-19,0.6570471164739722,6.1201096668348205,0.16913674560733383,0.3389446869092686,34.0,0.25330999015209543,0.1249079790179891,38.0,0.34167164688807306,0.013173620793964697,52.0,0.4272162375240463,4.005086156252398e-06,108,0.5472844927600531,8.280321126589464e-11,121,,,,0.4644540665838881,4.974539722988102e-14,236.0,0.4110871882179584,1.4345719546911053e-06,128.0
Colon - Sigmoid,production,AR→COL1A1,AR,COL1A1,364,0.18867636979889207,0.00029471805384167273,2.0585745429763427,8.670084437171182,0.24784169986000126,0.15757969603424216,34.0,0.25024619761461864,0.12969234434751406,38.0,0.16742081447963802,0.23548957903341589,52.0,0.034873113977210594,0.7201158543421569,108,0.23230032668536915,0.01034870618735471,121,,,,0.24787290811438992,0.00011913506040707907,236.0,0.08438268054958245,0.3436356291281756,128.0
Colon - Sigmoid,production,SOX9→ACAN,SOX9,ACAN,364,0.18514727494883182,0.0003837940915468178,1.2678774642747836,0.18636920616404246,0.14835752482811307,0.4023921045178426,34.0,0.13098429740019202,0.43312535068640345,38.0,0.12379671728076613,0.381911243300201,52.0,0.14241991921183225,0.1414655903422821,108,0.23492193599445693,0.00949430316379732,121,,,,0.19923096183408479,0.002103034737975417,236.0,0.16199621175338552,0.06771701141148087,128.0
Colon - Sigmoid,production,SOX9→COL2A1,SOX9,COL2A1,364,0.2860204242364051,2.78218970973401e-08,1.2678774642747836,0.14208852791529314,0.5406729408863065,0.0009625737381519991,34.0,0.33642202935985,0.038904446337112916,38.0,0.463250658107991,0.0005434207767240767,52.0,0.11028079019168577,0.25587068226620147,108,0.3760802756749958,2.1273710710803554e-05,121,,,,0.2916248232623018,5.222351431557271e-06,236.0,0.28282631978239064,0.001217563975780379,128.0
Colon - Sigmoid,production,PPARG→FABP4,PPARG,FABP4,364,0.4799269994669942,2.2821474308966823e-22,2.865773910022044,6.3142931291035245,0.37723453017570663,0.02785395343250421,34.0,0.37104716052084474,0.021822974183711524,38.0,0.5154956031759583,9.19781142703983e-05,52.0,0.5984780822424176,7.89451512503008e-12,108,0.36400894187779426,4.0562249864667425e-05,121,,,,0.4987858717884515,3.0048448626386047e-16,236.0,0.42127761238485645,7.348540000870736e-07,128.0
Colon - Sigmoid,production,PPARG→ADIPOQ,PPARG,ADIPOQ,364,0.14488863832639964,0.0056156365831481,2.865773910022044,1.1733252803672227,0.3286478227654698,0.05772964939069809,34.0,0.2412736623262939,0.14448662816124025,38.0,0.39264065568172113,0.003987448637788503,52.0,0.2508776693322926,0.008821816382011408,108,-0.011043454073243369,0.9043083124684698,121,,,,0.1439642321260647,0.02700744743764768,236.0,0.1580262032384982,0.07482500598301343,128.0
