tissue,category,label,tf,target,n_all,rho_all,p_all,tf_mean_log2tpm,tgt_mean_log2tpm,rho_20-29,p_20-29,n_20-29,rho_30-39,p_30-39,n_30-39,rho_40-49,p_40-49,n_40-49,rho_50-59,p_50-59,n_50-59,rho_60-69,p_60-69,n_60-69,rho_70-79,p_70-79,n_70-79,rho_male,p_male,n_male,rho_female,p_female,n_female
Adipose - Visceral (Omentum),production,RUNX2→SPP1,RUNX2,SPP1,525,0.40870961864026223,1.4783083254161889e-22,1.0746784664335705,4.980288148607526,0.38780487804878055,0.01223563229407818,41.0,0.47898686679174485,0.0017670386560379309,40.0,0.3373575208048902,0.0015921762490656627,85.0,0.40089735684819316,2.0448702571432273e-08,182,0.3808660214260816,6.750832513645851e-07,160,,,,0.41405140277297775,2.6518346204950024e-16,359.0,0.3974451468024139,1.1448989608903713e-07,166.0
Adipose - Visceral (Omentum),production,FOXO1→PCK1,FOXO1,PCK1,525,0.3679956989824285,2.7922535066196463e-18,5.573875489461989,6.05425737449101,0.38170731707317085,0.013794375299630922,41.0,0.5401500938086304,0.000321176387983996,40.0,0.38774672659761583,0.0002459349880489917,85.0,0.3479616632752463,1.4854309534303278e-06,182,0.2872442735070954,0.00023067037293020493,160,,,,0.39077482654380974,1.5173651577303262e-14,359.0,0.3080279083311799,5.407387225561842e-05,166.0
Adipose - Visceral (Omentum),detection,RELA→ICAM1,RELA,ICAM1,525,0.23923583951216906,2.8681826938099153e-08,6.216265192485991,6.1812261249905545,0.5951219512195123,4.06177403449697e-05,41.0,0.4386491557223265,0.00463521644747773,40.0,0.39091455401362596,0.00021642728053571878,85.0,0.22730197530781002,0.002029790900968464,182,0.23163375024537158,0.0032068832212177557,160,,,,0.2802418239750793,6.668216164087719e-08,359.0,0.18607628477059213,0.016381138079227916,166.0
Adipose - Visceral (Omentum),detection,RELA→IL6,RELA,IL6,525,0.047423043503582916,0.278090540753032,6.216265192485991,6.051251656327929,0.5193379790940768,0.0005025163364023282,41.0,0.3647279549718575,0.02067086576379,40.0,0.1347671231554249,0.218804399515089,85.0,0.05342435621943828,0.47381853344449676,182,0.03526021806551607,0.6580181554294927,160,,,,0.07608664853270601,0.1502370299101509,359.0,0.009281771144528592,0.9055239952701775,166.0
Adipose - Visceral (Omentum),detection,RELA→CCL2,RELA,CCL2,525,0.04470931935973008,0.3065496203082527,6.216265192485991,6.598037831896828,0.58205574912892,6.554766150543809e-05,41.0,0.377110694183865,0.016451645965631582,40.0,0.09493844049247604,0.3874320310534666,85.0,0.0334975565574997,0.6534899747423608,182,0.036051265749578336,0.6508453517115456,160,,,,0.09369919397665051,0.07621919877332109,359.0,-0.0367939303788004,0.6379021840506872,166.0
Adipose - Visceral (Omentum),detection,RELA→NFKBIA,RELA,NFKBIA,525,0.24412216240982876,1.4603465645452418e-08,6.216265192485991,8.360424274262927,0.5806620209059234,6.88976083032317e-05,41.0,0.33733583489681057,0.03328049002351431,40.0,0.39670503632817566,0.0001707632876078446,85.0,0.1717636438464496,0.020421574252432094,182,0.22644082693968828,0.003985413286725085,160,,,,0.25719124063058874,7.835541890898738e-07,359.0,0.22963887487896054,0.0029183370835628047,166.0
Adipose - Visceral (Omentum),detection,NFKB1→TNF,NFKB1,TNF,525,0.05690845172391529,0.19295616329957552,4.966223720823016,1.2636893791244144,0.2749128919860628,0.08193682005432756,41.0,0.31765092206247714,0.04578596533690277,40.0,0.17819034590580418,0.10276466539418198,85.0,-0.022689711698305134,0.7611042136535092,182,-0.0936515307550991,0.23883204885997011,160,,,,0.11797424056522621,0.025397097914854977,359.0,-0.06985111825427341,0.3711821876334118,166.0
Adipose - Visceral (Omentum),detection,HIF1A→VEGFA,HIF1A,VEGFA,525,0.45371888409401034,5.076052195694041e-28,6.468174727757772,7.735443918137324,0.06254355400696865,0.6976682100946312,41.0,0.2737335834896811,0.08742091770241284,40.0,0.593009507616842,2.232919196981893e-09,85.0,0.3955150162158402,3.275676561048123e-08,182,0.5018827708704721,1.3710080586916412e-11,160,,,,0.4532717873304347,1.3661719478051807e-19,359.0,0.45951254896931426,4.739565428588113e-10,166.0
Adipose - Visceral (Omentum),detection,HIF1A→SLC2A1,HIF1A,SLC2A1,525,0.4482705918019659,2.578073706899774e-27,6.468174727757772,3.9537458183651877,0.2836360471351981,0.07231974577060526,41.0,0.17898686679174486,0.26912948360253136,40.0,0.4310945431678535,3.809151237454838e-05,85.0,0.44130506833273303,4.501463726656805e-10,182,0.5122579520494285,4.3911786031756084e-12,160,,,,0.4417163366912819,1.4091392297721157e-18,359.0,0.48948881393115706,2.196116545721685e-11,166.0
Adipose - Visceral (Omentum),detection,TP53→CDKN1A,TP53,CDKN1A,525,-0.19002396354161052,1.1672249606025794e-05,4.223691749572754,8.184563594091506,-0.09337979094076657,0.5614408640313842,41.0,-0.5362135284735904,0.000361998166329623,40.0,-0.1784745870384162,0.10220825021561775,85.0,-0.08015224058790955,0.28210878028264663,182,-0.0745769167385661,0.34863449450680395,160,,,,-0.19944412726937596,0.00014235838051631093,359.0,-0.15230628371264068,0.05011919459820306,166.0
Adipose - Visceral (Omentum),detection,TP53→MDM2,TP53,MDM2,525,0.23713103301406155,3.818906366419794e-08,4.223691749572754,3.6625759301866805,0.2557491289198607,0.10654497465738662,41.0,0.038275716539128965,0.8146073430940071,40.0,0.16016376943296298,0.1431272428945674,85.0,0.2706727479481181,0.0002193309252751191,182,0.1748123081883115,0.027040280007088687,160,,,,0.23810210187314212,5.0807560119982735e-06,359.0,0.2408392793588708,0.0017738845457789623,166.0
Adipose - Visceral (Omentum),detection,ATF4→DDIT3,ATF4,DDIT3,525,0.3990239567688756,1.744388137705438e-21,9.042291069939022,6.143777896336147,0.0006968944647056463,0.996549719170263,41.0,0.31726078799249535,0.04606766860851454,40.0,0.3925737736955247,0.00020230876633173847,85.0,0.4382164273814948,6.135991713849212e-10,182,0.28815942903716046,0.00021982296011687443,160,,,,0.38744233304220554,2.6399651322751045e-14,359.0,0.4187871342813239,1.9634672408390406e-08,166.0
Adipose - Visceral (Omentum),detection,XBP1→DNAJB1,XBP1,DNAJB1,525,0.24624487655014693,1.0842511683211036e-08,7.15968113944644,7.306554686228434,0.38954703832752624,0.011818831425138593,41.0,0.18687555722045318,0.24824069084345207,40.0,0.3964041430525698,0.00017289765815023012,85.0,0.24499639204866733,0.0008580452511142396,182,0.1643836017791083,0.03778726218948715,160,,,,0.2606318731983058,5.503825344692495e-07,359.0,0.24172528999033252,0.0017037109163692257,166.0
Adipose - Visceral (Omentum),detection,HSF1→HSPA1A,HSF1,HSPA1A,525,0.5005255302463825,1.22881792194583e-34,6.4636185764131096,7.037498021352858,-0.09756097560975611,0.5439660097473695,41.0,0.2587242026266417,0.10695982132989437,40.0,0.4958764901309361,1.3953776130932113e-06,85.0,0.5452612773121175,1.7392971313790129e-15,182,0.5288396744436071,6.558265537663016e-13,160,,,,0.4433597240209012,1.0166406805645696e-18,359.0,0.5789460912122074,3.075982696285317e-16,166.0
Adipose - Visceral (Omentum),detection,STAT1→IRF1,STAT1,IRF1,525,0.013061036089117949,0.7652717079226345,5.379932888575962,4.876099151883807,-0.10296615716025925,0.5217682572556059,41.0,-0.18180965356086257,0.2615258774208969,40.0,0.0114521345728994,0.9171506619259124,85.0,0.042752864456869204,0.566606851029545,182,0.2145615871358549,0.006439131526733042,160,,,,0.09709098008463822,0.06613032079575486,359.0,-0.13674391881965284,0.07895684223367933,166.0
Adipose - Visceral (Omentum),detection,NFE2L2→NQO1,NFE2L2,NQO1,525,0.07855344901679036,0.07211756650716242,6.443895148322696,5.856325718107677,0.10348432055749131,0.5196640654968914,41.0,-0.24127579737335839,0.13365798704918763,40.0,0.21196013289036547,0.051483160841642055,85.0,0.0912732773979079,0.22041719216080355,182,0.03159065889194029,0.6916922189069324,160,,,,0.08030363203646901,0.1288420910155944,359.0,0.03468603127425582,0.6572921202895761,166.0
Adipose - Visceral (Omentum),detection,NFE2L2→HMOX1,NFE2L2,HMOX1,525,-0.13939848276001351,0.0013645120092161476,6.443895148322696,6.303274862652733,0.35592334494773525,0.022377189680963094,41.0,-0.11388367729831146,0.4841111564515871,40.0,0.04537837296503722,0.6800565496393368,85.0,-0.06646860350541936,0.37265100675037965,182,-0.24341726990207052,0.0019243886424703369,160,,,,-0.14387154347783368,0.006320187955697155,359.0,-0.10592316304293785,0.17438869106477287,166.0
Adipose - Visceral (Omentum),housekeeping,ACTB↔GAPDH,ACTB,GAPDH,525,0.5392932856857879,6.007856523404483e-41,11.707069155375162,9.531019520532517,0.3362369337979094,0.03160244559311307,41.0,0.6450281425891183,7.0218267640357045e-06,40.0,0.52353452740402,2.730176940120349e-07,85.0,0.5858926068087776,3.6833115924558424e-18,182,0.551082128689966,4.325375678188411e-14,160,,,,0.5011885144763154,3.141307556694452e-24,359.0,0.6213804402455433,4.165305826499323e-19,166.0
Adipose - Visceral (Omentum),housekeeping,RPL13A↔RPS18,RPL13A,RPS18,525,0.904682407585455,6.503701968997179e-196,11.47250556400844,11.628196058727447,0.8439024390243904,4.229221373693677e-12,41.0,0.7906191369606005,1.2876324253163306e-09,40.0,0.9035905002575121,2.6745731063247185e-32,85.0,0.923059581951117,1.3222477716171834e-76,182,0.8879267660268899,3.683820957366807e-55,160,,,,0.8925673040899852,1.5341795948120416e-125,359.0,0.9293593108694154,7.106243278815692e-73,166.0
Adipose - Visceral (Omentum),housekeeping,HPRT1↔TBP,HPRT1,TBP,525,0.22374494213249335,2.2160373503691681e-07,4.456566349665324,3.9760156404404414,0.5459297012887857,0.00022252272093407986,41.0,0.05544610188573037,0.7339968197832281,40.0,0.21834615854663927,0.044692301239890195,85.0,0.2601850363563142,0.0003893557816896208,182,0.16642324539076378,0.03544032618609888,160,,,,0.19877399051170966,0.00015004730945989713,359.0,0.27120720616750366,0.00040880607185738723,166.0
Adipose - Visceral (Omentum),housekeeping,B2M↔PPIA,B2M,PPIA,525,0.22096084779907813,3.1519510758681596e-07,10.832758329482306,7.875023436773391,0.2708306113462319,0.0867666660911238,41.0,0.2720577891261617,0.08945426138819365,40.0,0.0868294923230852,0.42942883851083735,85.0,0.29335077093199735,5.8437590400732755e-05,182,0.171339253540154,0.03028504854038373,160,,,,0.2558666713956878,8.964874741772613e-07,359.0,0.15959840021211316,0.039982662165895376,166.0
Adipose - Visceral (Omentum),hormone,ESR1→PGR,ESR1,PGR,525,0.679517805468291,2.305787421036761e-72,1.4459017844994864,1.2030865211146218,0.2616724738675959,0.09840363341798831,41.0,0.42701688555347095,0.005995714673697757,40.0,0.6155620047098369,3.6268509053675177e-10,85.0,0.6830173768609381,2.386415673208949e-26,182,0.7773100657378802,1.2859048340595978e-33,160,,,,0.7045586671320104,3.96294808643735e-55,359.0,0.6252488186251409,2.1685668663136986e-19,166.0
Adipose - Visceral (Omentum),hormone,AR→KLK3,AR,KLK3,525,0.0454146657904692,0.29897388007053877,2.482232287951878,0.27355027027250756,-0.0965744405151844,0.5480655980613991,41.0,0.23892573523436508,0.13760158054053542,40.0,0.09599676049005655,0.3821384934595943,85.0,0.01763325522122294,0.8132270648925488,182,0.014270324582585774,0.8578586112883642,160,,,,0.060411583473513435,0.2535840516628476,359.0,0.06224877199189983,0.42560666273459635,166.0
Adipose - Visceral (Omentum),hormone,AR→SMAD3,AR,SMAD3,525,-0.2473935322210637,9.218217841581248e-09,2.482232287951878,5.220973513466971,-0.057839721254355415,0.7194435877452519,41.0,0.05196998123827393,0.7501211135972171,40.0,-0.1684189955051788,0.1233692384175134,85.0,-0.2333709721006277,0.0015215064418638527,182,-0.3311039900394363,1.8977607716406096e-05,160,,,,-0.23813746429025123,5.0638992751261155e-06,359.0,-0.2805526314931925,0.0002510746729271907,166.0
Esophagus - Muscularis,production,SMAD3→COL1A1,SMAD3,COL1A1,500,0.4930592772451621,5.458432201410006e-32,4.546059643745422,6.905552477836609,0.6383458646616542,1.204768375288475e-07,56.0,0.37906909574784164,0.008597528136062718,47.0,0.5855793371301641,5.672582647391508e-10,94.0,0.3882441660431315,3.6006639471014535e-07,161,0.5237662259860636,9.850561008110835e-11,133,,,,0.44349393311930946,3.850452686813472e-17,326.0,0.5696733028159309,2.339478659892441e-16,174.0
Esophagus - Muscularis,production,SMAD3→COL3A1,SMAD3,COL3A1,500,0.20890550669316443,2.4570428070268377e-06,4.546059643745422,7.806540425300598,0.43506493506493504,0.0008055232819336512,56.0,0.36206996302211475,0.012388483218507575,47.0,0.32944763337880834,0.00118528936912144,94.0,0.13631432710179758,0.08466893910539615,161,0.16767836237920225,0.053707342368747746,133,,,,0.15964685001658122,0.0038526051684452025,326.0,0.29479072225710035,7.859680972817219e-05,174.0
Esophagus - Muscularis,production,SMAD3→FN1,SMAD3,FN1,500,-0.29095262237099767,3.274584185452725e-11,4.546059643745422,9.655776973724365,-0.05543403964456596,0.684899551874888,56.0,0.1562346411361544,0.2943135963205816,47.0,-0.2662413663555183,0.009493196045742676,94.0,-0.31043337483717176,6.130334477510081e-05,161,-0.2631133283352348,0.002214623852707554,133,,,,-0.2763083449120819,4.00476158035222e-07,326.0,-0.33250832318680956,7.3708529061728e-06,174.0
Esophagus - Muscularis,production,SMAD3→SERPINE1,SMAD3,SERPINE1,500,0.20463530941736668,3.964416474150677e-06,4.546059643745422,4.129239745616913,0.034928229665071774,0.7982893366149599,56.0,0.057879672752513156,0.6991691042522425,47.0,0.25371171783659413,0.013608699238701926,94.0,0.14308461960397276,0.07018381926889526,161,0.24098244629814247,0.005202604431351379,133,,,,0.19978740134779369,0.00028335164576760794,326.0,0.2153012061916952,0.004329692192512978,174.0
Esophagus - Muscularis,production,ESR1→COL1A1,ESR1,COL1A1,500,0.5827196860246283,8.396873700310974e-47,0.848747359842062,6.905552477836609,0.5870813397129188,1.976306685199726e-06,56.0,0.5764338575393154,2.2316870422042597e-05,47.0,0.7209964310156811,2.5158840733930524e-16,94.0,0.5219354180115856,1.2465011858842675e-12,161,0.5776262782887795,3.364720717673e-13,133,,,,0.5591923336396826,3.265885630974951e-28,326.0,0.6168734502636252,1.2674974584816297e-19,174.0
Esophagus - Muscularis,production,ESR1→ELN,ESR1,ELN,500,-0.14718906865539555,0.0009633878580407074,0.848747359842062,7.815004655361175,-0.019685577580314424,0.8854967545793547,56.0,-0.09545835625971538,0.5232996390786854,47.0,-0.12172857612540544,0.24249891235272322,94.0,-0.20295922900740312,0.009819268264793983,161,-0.22764822754365788,0.008406767342590478,133,,,,-0.1927286849495246,0.000466476020339232,326.0,-0.05486498168795278,0.47211365540496664,174.0
Esophagus - Muscularis,production,AR→COL1A1,AR,COL1A1,500,0.4086760415539411,1.4997300752051237e-21,1.68956464022398,6.905552477836609,0.36675894617955007,0.005431318729676876,56.0,0.3725716928769658,0.00990769474998432,47.0,0.621084648539058,2.413477550581752e-11,94.0,0.32067155654387003,3.365353344923776e-05,161,0.3812640277543991,5.9637349496434314e-06,133,,,,0.4196531869989691,2.445319380847093e-15,326.0,0.3878814489824468,1.235648826847567e-07,174.0
Esophagus - Muscularis,production,SOX9→ACAN,SOX9,ACAN,500,0.18523663877373364,3.0759063242904486e-05,1.2843488547801971,0.21775860549695789,0.19733424470266575,0.14489957373294093,56.0,0.15691942997508637,0.2921760272057471,47.0,0.1964534062556843,0.05773045419482191,94.0,0.24443273452232317,0.0017787859487111673,161,0.08747393724542128,0.3167316325286832,133,,,,0.16909912674587305,0.0021874388279519478,326.0,0.19457784839530773,0.010088050974049101,174.0
Esophagus - Muscularis,production,PPARG→FABP4,PPARG,FABP4,500,0.6413466999644661,2.7777577612208413e-59,2.2892623882293703,6.508895133972168,0.6462747778537252,7.45813003759235e-08,56.0,0.6769195189639222,1.750105612558301e-07,47.0,0.5927622405409897,3.088765331840304e-10,94.0,0.6153806338485588,3.757714295217036e-18,161,0.6506955788759472,2.3004498535142033e-17,133,,,,0.6359944432740233,2.3609838676055104e-38,326.0,0.6463216630617602,5.892155180885168e-22,174.0
Esophagus - Muscularis,production,PPARG→ADIPOQ,PPARG,ADIPOQ,500,0.2395330668824603,5.8987420754360805e-08,2.2892623882293703,0.7353874092064798,0.4655726767812224,0.0002994509320333974,56.0,0.22075544425304247,0.13592594116273723,47.0,0.1757228412822353,0.09024434939211637,94.0,0.33173030832574935,1.717613535884613e-05,161,0.08421906735341599,0.3351426110596778,133,,,,0.2754467837065057,4.365559473426118e-07,326.0,0.16818624390393963,0.026529966083853555,174.0
Esophagus - Muscularis,production,RUNX2→SPP1,RUNX2,SPP1,500,0.3301408619583972,3.531626707082201e-14,0.6929970344305039,3.9896255090236665,0.22781954887218045,0.09128079003322011,56.0,0.299722479185939,0.04067940041014503,47.0,0.2384929379041289,0.020621331227053827,94.0,0.36126521254984933,2.4988493236610647e-06,161,0.39879566316445386,1.989493999111017e-06,133,,,,0.36974634706946896,5.340495948434741e-12,326.0,0.3077594204380158,3.6106025345840935e-05,174.0
Esophagus - Muscularis,production,FOXO1→PCK1,FOXO1,PCK1,500,0.18218032398676753,4.1705547530194044e-05,5.0478163995742795,0.6228949433043599,0.29636338796447664,0.026565396698592415,56.0,0.1435013876040703,0.33590026976997867,47.0,-0.05598381678286313,0.5919990235070012,94.0,0.3103224428976396,6.169564596718846e-05,161,0.11768921671031175,0.1772919542901519,133,,,,0.24264102991522946,9.399073978848193e-06,326.0,0.04266259515587098,0.5761913160812628,174.0
Esophagus - Muscularis,detection,RELA→ICAM1,RELA,ICAM1,500,0.321329493761029,1.7937856121689605e-13,6.304299444198608,4.151453649997711,0.42952836637047165,0.0009547183396814227,56.0,0.424722479185939,0.002923834939025652,47.0,0.25236426687858976,0.01413230754067166,94.0,0.378068050294058,7.632384333530221e-07,161,0.2803517116935578,0.0010813577595716812,133,,,,0.3233421584144425,2.27304785991426e-09,326.0,0.3166649961502189,2.0712740880089525e-05,174.0
Esophagus - Muscularis,detection,RELA→IL6,RELA,IL6,500,0.13001444782577284,0.0035877148765899878,6.304299444198608,3.039050678610802,0.538961038961039,1.823737978089588e-05,56.0,0.28422756706753005,0.05283864026218593,47.0,0.1874435574179099,0.07043736717110674,94.0,0.20466472470962438,0.009206299616958331,161,-0.09678550614864144,0.267752610852547,133,,,,0.08271951858174133,0.13613010003050935,326.0,0.20884696909827402,0.005682018070798815,174.0
Esophagus - Muscularis,detection,RELA→CCL2,RELA,CCL2,500,0.17809309506751772,6.218258235986612e-05,6.304299444198608,4.779836230754852,0.5121667805878332,5.460008107066043e-05,56.0,0.13193802035152638,0.3766755111661253,47.0,0.20703755748268407,0.04526368028392786,94.0,0.17809172444208796,0.02380741758198234,161,0.08715246516681417,0.31852025994838146,133,,,,0.1376336987417822,0.012870088461156984,326.0,0.2561579412555298,0.0006455794038773639,174.0
Esophagus - Muscularis,detection,RELA→NFKBIA,RELA,NFKBIA,500,0.388739424040058,1.7443741321285603e-19,6.304299444198608,7.79090438079834,0.05584701888843715,0.6826760227885071,56.0,0.5009250693802035,0.000335481668511078,47.0,0.34163451674855216,0.0007518249399398187,94.0,0.4874923887500694,5.440697866345523e-11,161,0.365530679807964,1.51567113975904e-05,133,,,,0.4097127753669038,1.2557775074047483e-14,326.0,0.34810053413007164,2.5174149751169257e-06,174.0
Esophagus - Muscularis,detection,NFKB1→TNF,NFKB1,TNF,500,0.17414917055475657,9.066782784839588e-05,4.563722884654998,0.5312820523828268,0.13978127136021873,0.30418983025366336,56.0,0.07435245143385755,0.6194025742053446,47.0,0.21112178769335252,0.04109215867714824,94.0,0.20479357023213013,0.009161396413035499,161,0.12497401688423472,0.15177451016846977,133,,,,0.12202051570797619,0.02760087963965418,326.0,0.26368387002783783,0.0004387853012732775,174.0
Esophagus - Muscularis,detection,HIF1A→VEGFA,HIF1A,VEGFA,500,0.17322670462142434,9.891281833143608e-05,5.8435202679634095,5.548380961418152,0.40765550239234455,0.001817821400978702,56.0,0.0956290471785384,0.5225536783088135,47.0,0.35671969599382,0.0004169730920678966,94.0,0.16782299823804855,0.033340484587136024,161,0.04454669036927591,0.6106534014897583,133,,,,0.2081985976404313,0.0001529338487643683,326.0,0.09709176871513071,0.20248252708961195,174.0
Esophagus - Muscularis,detection,HIF1A→SLC2A1,HIF1A,SLC2A1,500,0.44459668795764146,1.2192674745144625e-25,5.8435202679634095,4.316193046808243,0.2533237637762394,0.05959201936216292,56.0,0.48993987049028676,0.00047311586517221704,47.0,0.4209617524348741,2.3912187785052527e-05,94.0,0.3803507742785683,6.462869450544584e-07,161,0.6064029891712585,1.0318822814400231e-14,133,,,,0.43687729044503204,1.259441680301457e-16,326.0,0.47620284234484583,3.106046891545349e-11,174.0
Esophagus - Muscularis,detection,TP53→CDKN1A,TP53,CDKN1A,500,0.5163270652776878,2.0353933472400415e-35,3.80302139043808,6.699554130077362,0.5285030758714969,2.8290526708280176e-05,56.0,0.5395467160037003,9.092490939493517e-05,47.0,0.5212641830491299,7.178165730621105e-08,94.0,0.5448613939922875,7.892951946306178e-14,161,0.5111832901699185,3.231809151947678e-10,133,,,,0.5200341758204263,5.534670204861295e-24,326.0,0.5149352968077383,3.612358815721101e-13,174.0
Esophagus - Muscularis,detection,TP53→MDM2,TP53,MDM2,500,0.36595911058199554,2.7253012204696483e-17,3.80302139043808,3.2456835703849793,0.24825700615174304,0.06505465295910963,56.0,0.2556156226675964,0.08288908218371331,47.0,0.357182076966855,0.00040931658274349946,94.0,0.4663500662939659,4.5228065188351193e-10,161,0.3341635199938758,8.459310650791324e-05,133,,,,0.3891605256161411,3.1269256941943784e-13,326.0,0.31928364050150165,1.7530581611008757e-05,174.0
Esophagus - Muscularis,detection,ATF4→DDIT3,ATF4,DDIT3,500,0.12854144316052085,0.003988973495733349,9.31059594631195,5.725870985031128,0.25338345864661654,0.05952993722174809,56.0,0.2599444958371878,0.0776350703938722,47.0,-0.022685648437619794,0.8281845156604501,94.0,0.19487949252159198,0.013238978546248404,161,0.09419932233830301,0.2808083477816953,133,,,,0.15486820875629853,0.00507232458008911,326.0,0.06979046004940909,0.3601494709528896,174.0
Esophagus - Muscularis,detection,XBP1→DNAJB1,XBP1,DNAJB1,500,0.23788237076903165,7.310560175005294e-08,5.793514151573181,6.295771545410156,0.09446343130553657,0.4886190937057704,56.0,0.26515567644279514,0.07166182021341275,47.0,0.29161684650281117,0.004347767307822599,94.0,0.27044323111990337,0.0005210638794909852,161,0.20825007045745947,0.016153848763274647,133,,,,0.21143192621403742,0.00011986027508841049,326.0,0.2984709640347579,6.326421411338068e-05,174.0
Esophagus - Muscularis,detection,HSF1→HSPA1A,HSF1,HSPA1A,500,0.4167627194718365,1.984433957105902e-22,6.795155921936035,6.780775729179382,0.3897262383082107,0.0029873951863256185,56.0,0.4162354371373053,0.0036136896251574586,47.0,0.4244068433815891,2.0164466890825726e-05,94.0,0.4039434684296145,1.0739875449496404e-07,161,0.38696949604135816,4.200975496019284e-06,133,,,,0.3661436829808503,8.859100976628198e-12,326.0,0.5069627000704123,9.464626559554873e-13,174.0
Esophagus - Muscularis,detection,STAT1→IRF1,STAT1,IRF1,500,0.48885720390671134,2.1312253229801456e-31,5.207587250709533,4.063698595046997,0.561116902284631,6.844234120790842e-06,56.0,0.37142609364773577,0.010155681090509782,47.0,0.5628601049782235,3.5307938297179445e-09,94.0,0.5403944697174472,1.3737315507893743e-13,161,0.40151447525271955,1.6685134157005774e-06,133,,,,0.47763939357105234,5.547968787061694e-20,326.0,0.510541071712338,6.161618269494888e-13,174.0
Esophagus - Muscularis,detection,NFE2L2→NQO1,NFE2L2,NQO1,500,0.3008948709889131,6.364344879263055e-12,5.9719932832717895,4.825828283786774,0.19556041630360932,0.1486204686322861,56.0,0.4025208140610546,0.005032218727825542,47.0,0.2444252589159426,0.01758630110192979,94.0,0.25539470855963914,0.0010764502235417904,161,0.40141041745073547,1.6798353941296437e-06,133,,,,0.3230606839140045,2.351045977473978e-09,326.0,0.244390329743782,0.0011543828944321373,174.0
Esophagus - Muscularis,detection,NFE2L2→HMOX1,NFE2L2,HMOX1,500,0.4721249116765114,4.0230421531453746e-29,5.9719932832717895,3.9737993013858794,0.29177347141050614,0.029116501160493403,56.0,0.39916743755781686,0.005445432350264544,47.0,0.3456093516912159,0.000645486825839728,94.0,0.507200388777082,6.6038322081368874e-12,161,0.5901028482530798,7.748039549973643e-14,133,,,,0.4667964956564155,4.798776398409035e-19,326.0,0.4810802191421962,1.8271504959754275e-11,174.0
Esophagus - Muscularis,housekeeping,ACTB↔GAPDH,ACTB,GAPDH,500,0.5328476460807603,5.114064679520286e-38,13.129588758468628,10.408068258285523,0.29948388437359125,0.024940372365827926,56.0,0.358243473885643,0.013415899180549707,47.0,0.39487259145764075,8.198819958079028e-05,94.0,0.5807146390003587,6.7579907337301e-16,161,0.7261917818025511,4.5774268657001125e-23,133,,,,0.5750262112325739,4.357898725219555e-30,326.0,0.4412676410088263,1.0980774936446413e-09,174.0
Esophagus - Muscularis,housekeeping,RPL13A↔RPS18,RPL13A,RPS18,500,0.8125225286826756,8.312250975735045e-119,11.21499557685852,11.119816837310792,0.7959943953519449,2.2647234904006062e-13,56.0,0.7621415356151711,4.870038831233744e-10,47.0,0.8141310002235425,1.9414645564666904e-23,94.0,0.7948538778514882,2.5296452137556314e-36,161,0.8099206541531796,3.795546495743259e-32,133,,,,0.8141275574039073,1.7864167320606975e-78,326.0,0.8041145406015577,1.0660443484708115e-40,174.0
Esophagus - Muscularis,housekeeping,HPRT1↔TBP,HPRT1,TBP,500,0.38130847805676427,9.469186040648003e-19,4.15620039510727,4.169689215660095,0.2794012100473229,0.03703118481808343,56.0,0.3177113449751359,0.029540418608457766,47.0,0.3779026081930496,0.00017325210218955043,94.0,0.3718867158232137,1.1899410527511095e-06,161,0.47855290106026627,5.672201265824719e-09,133,,,,0.4570231330474144,3.1450365166591435e-18,326.0,0.21733083816303422,0.00396868546697615,174.0
Esophagus - Muscularis,housekeeping,B2M↔PPIA,B2M,PPIA,500,0.32190490663799326,1.615765783394347e-13,9.661730587005616,7.730377102851867,0.3394511092587169,0.010484842162384815,56.0,0.5394466771066896,9.125183605038945e-05,47.0,0.35118557371364173,0.0005194005417428147,94.0,0.21290851319146498,0.006695558472523627,161,0.3906438296947578,3.3406878571481227e-06,133,,,,0.3166829501628014,5.003135322454247e-09,326.0,0.3277843238600728,1.0091259102560598e-05,174.0
Esophagus - Muscularis,hormone,ESR1→PGR,ESR1,PGR,500,0.22775887701510056,2.634079078614106e-07,0.848747359842062,2.309767158150673,0.30813397129186604,0.020866888650530123,56.0,0.14153561517113786,0.34263094362287605,47.0,0.23761961355359873,0.02110403730553184,94.0,0.24298562870727908,0.0018976398975779664,161,0.18302780664798443,0.03497030538137126,133,,,,0.20365674245987508,0.0002140217348583809,326.0,0.2802320118227392,0.00018025500726345534,174.0
Esophagus - Muscularis,hormone,AR→KLK3,AR,KLK3,500,-0.024321431305910763,0.5874308410299556,1.68956464022398,0.32949053585529325,-0.0893333882973119,0.5126332046412744,56.0,-0.026688488463461908,0.8586665757380673,47.0,0.08787243861668395,0.3996835399141977,94.0,0.0056867564109109705,0.9429240671976931,161,-0.11382811598482047,0.19203486792906624,133,,,,-0.02016185592820214,0.7168511438964045,326.0,-0.011628524652737237,0.8789579612481014,174.0
Esophagus - Muscularis,hormone,AR→SMAD3,AR,SMAD3,500,0.3194610882132484,2.514743805519882e-13,1.68956464022398,4.546059643745422,0.43282408856749816,0.0008631701054065037,56.0,0.36149176122872273,0.01253927279324673,47.0,0.4286447082394604,1.630814531140733e-05,94.0,0.2568157833442125,0.0010069751335881488,161,0.2321099057213207,0.007180119378704895,133,,,,0.30474332559619705,1.9625295149111786e-08,326.0,0.34114910794037395,4.093334338488909e-06,174.0
