age,pi
1.0,0.4396786323856732
3.0,0.6073419371060917
6.0,0.5272185558116123
9.0,0.4741179902052415
12.0,0.49101316729701666
15.0,0.5486188757934388
18.0,0.4748418922999902
21.0,0.47478059241793313
24.0,0.5232795057936495
27.0,0.48810759345942945
